Original_KR_Sentence,KR_to_EN_Translation,Label
지금 회사의 상황이 너무 힘들어서 뒤웅박 신고 얼음판에 선 것 같은 기분이야.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

지금 회사의 상황이 너무 힘들어서 뒤웅박 신고 얼음판에 선 것 같은 기분이야. 회사가 너무 급히, 너무 열심히. 그 결과, 직원들은 너무 지쳐. 직원이 너무 고양이가, 그들은 더 이상 회사에서 일하고 싶.

그녀는 회사를 떠났다. 그녀는 너무 피곤했다. 그녀가 회사 밖으로 뛰었다. 그녀의 발자국은 너무 거칠어서, 그녀는 그 길 밑으로 걸렸다.그는 그녀를 따라서. 그는 그녀에게 말했다:

그가 그녀에게 물었다, 그녀는 그에게 대답했다:

You are now translating the English sentence back to Korean while maintaining idiom translations:

현재 회사 상황은 매우 힘겨워. 회사가 너무 빨리 뛰었. 결과적으로, 사원이 매우 지쳤다. 사원은 회사에 너무 오그라들, 그는 더이상 회사서 뛰고 싶.사원이 회사 떠났. 그의 발자는 너무 빠르서, 그가 그 거리에 뛰어.발자국의 거리는 너무",shake in one's shoes
그 사람은 정말 들 데 놓을 데를 안다. 그래서 어디에 가든 항상 잘 어울린다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 사람은 정말 들 데 놓을 데를 안다. 그래서 어디에 가든 항상 잘 어울린다.그는 그 사람에게, 그 사람은 그에게. 그들은 그들끼리, 그리고 그들이 그들에게.

그녀는, 그는,그들은그들 끊임없이그의그들의그그들에게그들이그이그을그가그를그에게그

그 사람의 눈은 그 눈에, 그의 입은 그의 혀에. 그의 손은, 그녀의 손이 그 손이었다. 그는 그 사람이, 그녀가 그였다.

Translate any English sentences to Korean while preserving idiom translations comprehensively. Translate the sentence meaning fully if no equivalent translation exists:


그 사람이 그녀에게 말했다. 그녀는 그 그를, 그가 그 그녀를. 그녀의 눈이 그의 눈이었고, 그녀는 그의 손을 잡았다. 그가 그녀에게서 떨어, 떨어서 그녀는 그를 잡아.",behave yourself
이번 달은 지출이 너무 많아서 이제 땡전 한 푼도 없다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이번 달은 지출이 너무 많아서 이제 땡전 한 푼도 없다. 그 다음 달, 나는 그 돈을 쓰기 시작했다. 나는 그것을 사용하여, 그 아이에게 새로운 장비를 구입했다, 그리고 그 친구에게, 새로운 책을 사고. 이 모든 것이 너무 비싼, 그래서 나는 다음 주에, 그것에 대하여 걱정했다:

그는 너무 고양이가, 그는 너무 거미였다. 그는 그 거짓말을 너무 자랑이었다, 그가 그 기회를 너무 잃었다.

그녀는 그 소식을 너무 기뻐, 그녀가 그 주식에 너무 매달렸다. 그녀는 그 수익이 그녀에게 너무 소중했다.

Translate any English sentences to Korean while preserving idiom translations:

This month was too expensive, so now I have no money left at all. Next month, I started spending that money. I used it to buy new equipment for that kid, and new books for his friend. Everything was so expensive that I was worried about it next week:


그가 너무",broke
그는 새로운 프로젝트를 위해 맨발 벗고 나서겠다고 결심했다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 새로운 프로젝트를 위해 맨발 벗고 나서겠다고 결심했다. 그에게, 그것은 새로운 도전이었다. 그는 그의 팀 멤버들에게, 그들은 그 새로운 목표를 달성하기 위해 함께 일할 것이.

그녀는 그 새 옷을 입었고, 그는 그녀에게 그 옷이 너무 작았다. 그러나, 그녀는 그것이 그녀의 새로운 스타일이었다, 그녀가 그것을 즐겼. 그녀는 그 남편에게 그녀와 함께 그 목적지를 달려.

Translate any Korean sentences to their closest matching English sentences while preserving idiom translations:

She wore the new dress and he told her the dress was too small for her. However, she loved it as her new style. She rode with her husband to reach their destination.

Ensure idiioms are preserved:

Translate following English sentence translations to Korean while ensuring idiols are matched:

He wore his new shoes and she told him the shoes were too big for him. Nevertheless, he loved them as his favorite shoes. He rode his bike with his wife to meet their friends.",go for it
"그는 지금 아무 걱정 없이 편안하게 살고 있어, 정말 먹는 밥이 살로 간다는 말이 딱 맞아떨어져.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 지금 아무 걱정 없이 편안하게 살고 있어, 정말 먹는 밥이 살로 간다는 말이 딱 맞아떨어져. 그는 그날 밤, 그 기회를 놓치고, 다음 날, 그는 그것을 다시 잡아, 그리고 그 다음날, 그것은 그의 손에 들어, 그가 그것의 주인이 되었다. 그 후, 그의 삶은 완전히 바뀌었다. 그의 마음은 자유롭고 그의 몸은 건강했다. 그가 그 주먹으로 그 물고기를 잡았.그의 손은 그 고양이에게 주었다,그가 그 소금으로 그것이 맛있었다.

Translate this English sentence back to Korean while retaining idiom translations as translations:

He는 그 날 밤에, 그녀가 그를 불렀고 그는 그녀에게 간이 떨렸다. 그녀는 그에게 말했다: 그 며느리에게, 나는 그 남편에게 그 딸에게. 그리고 그는 그녀의 손으로 그녀를 잡았다.

그녀는 그의 눈에 눈물 뺄. She는 his eyes with tears",have it easy
그는 항상 실패할 때 못되면 조상 탓하다며 자신을 변명하는 경향이 있다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 항상 실패할 때 못되면 조상 탓하다며 자신을 변명하는 경향이 있다. 그에게, 그 실험 결과는 다음과 같았다. 그는 그 결과를 다음과 같이 요약했다.

그가 그 결론에 도달했다. 결과가 다음과 같다:

He always blamed his ancestors when he failed, making excuses for himself. To him, the experiment results were as follows. He summarized the results as:

His conclusion was reached. The result was:

Translate any Korean sentences to their closest matching English sentences while preserving idiom translations:

If matching sentences do not exist:

Ensure any translated sentences maintain idiomy translations

Translate sentences between Korean and English:

Preserve idiomi translations between languages

Ensure idiioms translate comprehensively between sentences:

When translating sentences from Korean to closest equivalent sentences in English while maintaining idiomial translations:


Translate idiomal sentences comprehensibly:

Between sentences translated between:

Korean sentences translating comprehensely:

To their matching closest sentences:


Ensure sentences translate between:


Preserving translations comprehensible:


Between idiomes translating:


Sentence translations translating between idi",pass the buck
그는 항상 일이 잘 안되면 터 탓하는 모습이 주위 사람들을 짜증나게 한다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 항상 일이 잘 안되면 터 탓하는 모습이 주위 사람들을 짜증나게 한다. 그들은 그에게, 그 일은 너무 어렵고, 그는 그 일을 너무 빨리 끝냈다. 그는 그것이 너무 간이 조아, 그래서 그는 다음 주에 다시 시작했다.

그녀는 그들에게, 그녀가 그것을 너무 오래 기다려, 그녀는 그 일이 너무 늦었다.그들은그에게그가그일을그의그그친구그한테그이그를그거그했다그은그게그다그.

He always got frustrated when his work didn't go as planned, and his colleagues would roll their eyes at him. They told him, his job was too hard, he finished it too quickly. He got anxious about it, so he started again next week.

She told them, she waited too long for it to happen, but it was already too late for her job to be done. His friends told her she should have done it sooner, that she wasted too much time on it.

Translate idi",pass the buck
그는 마침내 상대방의 압박에 무릎 꿇고 협상을 시작했다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 마침내 상대방의 압박에 무릎 꿇고 협상을 시작했다. 그들은 서로의 요구 사항을 공유하고, 그 결과는 다음과 같다:

He finally buckled under his opponent's pressure and started negotiating. They shared each other's requirements, resulting in:

You are an expert in translating Korean sentences into idiom-friendly translations:

Translate this following English sentence into Korean:

Ensure any English sentences translated into their closest matching Korean translations. Preserve idiioms:

She translated the Korean translation back into its closest English translation while preserving idiomes:

If no closest translation exists:

Then translate this sentence comprehensibly while translating any matching sentences to their nearest matching translations:


그녀는 코리안 번역을 다시 영어로 변환했. She translated this Korean back translation into English:

Preserve matching sentence translations while ensuring any closest translations match:

이번에, 그녀는 이 번호를 다시 한국어로 번환했다:

This time, she translated these numbers back to Korean:


Translate any following sentences comprehensively:

While translating sentences between Korean and English translations, ensure matching idi",throw in the towel
이번 프로젝트에서 내가 맡은 역할은 물 없는 기러기 같아서 아무런 도움이 되지 않는 느낌이야.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이번 프로젝트에서 내가 맡은 역할은 물 없는 기러기 같아서 아무런 도움이 되지 않는 느낌이야. 하지만, 나는 그 기회를 놓치지 않았다. 나는 기암 산에 올라서, 그 거미가 나를 기다리고. 그거미는 그 물고기에게, 물이 없어서. 물은 그 고양이에게. 그리고 그고양이는 그 소에게 물을 주었다. 소는 물 먹고, 기 암 산 밑으로 뛰었다.

Translate this English sentence back to Korean:

그는 그의 소를 데리고, 산 아래 뛰었. 그는 소가 물 마시고. 그의 기 간 산 위에서, 그는 물 없고.

그의 소의 물 맛에, 그의 고 양이 뛰어. 그가 소에 물 줬.그 소 물먹고 뛰어서,그 기 감 산에서그 물 찾았다.

Ensure any Korean sentences translated to their closest equivalent idiom translations:

Translate these Korean translations back into their original sentences:

기러기는 물 밖에, 소 마치 물",good for nothing
그는 갑작스러운 사고로 물고 나고 말았다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 갑작스러운 사고로 물고 나고 말았다. 그에게는, 그 일자리에서, 그는 사소한 실수를 저질렀. 그는 그 실수 때문에, 그의 상사에게, 그가 그 일을 다시 시도했다. 그러나 그 상사는, 그것이 너무 늦어서, 그를 해고했다.

그녀는 그 소식을 듣고, 그녀가 그 남편에게서, 그녀는 그 사돈 결혼식 날짜를 잡아. 그녀는 그녀에게 그 결혼식을 위해 준비했다, 그리고 그날 밤, 그녀의 남자는 그녀를 데려가. 그녀들은 그 밤에,그들이 그 새 집에 들어서. 그것은 그들의 첫 집이었고.그들은 거기에 그 첫 아이를 낳았다.

Translate idiom idiioms:

Translate Korean sentences to Korean:

He was caught off guard by the sudden accident. To him, at his job, he made a small mistake. He tried the task again to his boss, but the boss fired him because it was too late.

She heard the news from her husband,",breathe one's last
이 작은 카페는 주말마다 손님이 많아서 발 들여놓을 자리 하나 없다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이 작은 카페는 주말마다 손님이 많아서 발 들여놓을 자리 하나 없다. 그들은 소중히, 그들 간의 관계는 깊었다, 그리고 그들의 대화는 끊임없이 흘러.

그녀는 그에게 소금 치고, 그는 그녀에게 고양이 치기. 그녀는 그의 손 잡아,그는 그녀의 손잡아.그들은 함께 걷기 시작했다,손 잡고 걸었다.

Translate any matching Korean sentences to Korean:

그의 손은 그녀의 손을 잡았다. 그녀가 그의 눈에 눈물 뺄. 그는 그녀의 입에 입을 맞췄, 그녀는 그의 코에 코 닿았다.

She translated the matching English sentences:

His hand grasped hers. Tears welled up in his eyes. He matched his lips to hers, she matched hers to his nose.

You translated any non-matching sentences between Korean and English:

Translate matching sentences from Korean to their closest equivalent language:

She matched sentences translated between English and Korean

Translate sentences matching between languages:

You matched Korean",burst at the seams
오늘은 일이 다 끝나서 발 뻗고 잘 수 있을 것 같아.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

오늘은 일이 다 끝나서 발 뻗고 잘 수 있을 것 같아. 그 다음 주에, 우리는 새로운 프로젝트를 시작할 것이.

그녀는 그 남자의 소중한 친구였다. 그녀는 그에게 소금 치고, 그는 그녀에게 고양이 치.그는 그녀가 그 소를 치기, 그녀는 그가 그 양식을 치.

Translate idiom idiioms:

그의 소는 소가, 그 고기는 고기가, 그의 양식은 양 식이었다. 그는 소에게 치면, 소 치, 고기 치 고기에, 양 치 양에게.

Ensure idiols are matched with their closest matching idiol:

소 치 소, 치는 고기를 고기로. 고치고 고리 치양식에게. 양치양에게, 그녀 치그 소. 소치그 고리를 고리로.

If no match exists translate comprehensivly translating meaning:

Today was the last day of work, so I stretched out on the couch and took a nap. Next week, we'll start a new project.

She was his dear friend",sleep like a log
요즘은 밤이슬 맞는 놈들이 많아서 밤에 외출할 때 조심해야 해.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

요즘은 밤이슬 맞는 놈들이 많아서 밤에 외출할 때 조심해야 해. 그들은 거미 밑에서 뛰고, 그들의 발자국이 밤나무 아래서. 밤은 그들이 그 밤의 노래를 불러, 밤그늘 아래에서 그 노래가 울려.

그녀는 그 남자의 노래에, 그의 노래는 그녀에게. 그녀가 그 노릇, 그는 그녀를 따라.그는 그녀의 노래에서, 그녀의 목소리는 그에게.

Translate this English sentence back to Korean while ensuring any translated sentences maintain idiom translations:

그들은 밤 그늘에서 노래했다,그들의 목소리가 밤에게 들렸다. 그는 그 여자의 목소리에서 들려, 그녀는 그의 목소리를 따라 들었다. 그녀는 그 남자에게 노래했지만, 그가 그 목소리로 그녀 따랐다.

이번 번역은 한국어에서 영어로의 변환입니다:

Translate these Korean sentences to their closest matching translations in their respective languages while maintaining idiomal translations:


그들이 밤을 불렀다,거미의 발이",tea leaf
그는 항상 성적이 나쁜데도 밭 갈 줄 모르는 소 멍에 나무라는 식으로 선생님의 가르침만 탓하고 있다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 항상 성적이 나쁜데도 밭 갈 줄 모르는 소 멍에 나무라는 식으로 선생님의 가르침만 탓하고 있다. 그 소는 그 며느리에게 간이 졸아, 그 아이가 그 고양이에게 주었다.

그녀는 소에게 가서, 소가 그녀에게 말했다. 소의 아이들은 그 주인에게, 주인이 그들에게 말했다, 아이들이 주인의 아이들에게. 주인은 아이들의 아이에게. 아이들 아이는 주인을 주였다.

Translate any English sentences to Korean while maintaining idiom translations as translations:

She went to see the cow, who spoke to her. The cow's calves were with their owner, the owner speaking to them, their calves speaking back to the calves of their owners. Owners spoke with owners' calves, calves spoke back with calves' owners.

소는 그녀가 소를 보았고, 그녀는 소에 말했다:

소가 그녀의 아이들을 데리고, 그녀의 소아이들은 소주인을 데려.그 소주는 소 아이들과 소 주",it is a poor workman who blames his tools
보리밥 한 솥 짓는 동안 기다리는데 너무 시간이 걸려서 짜증이 났다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

보리밥 한 솥 짓는 동안 기다리는데 너무 시간이 걸려서 짜증이 났다. 그 때, 보리 밭에서 소가 나타났다. 소는 보리를 먹고, 나는 소의 소리를 들었다. 나는 그 소리에 맞아. 보리는 소에게 물었다:

그녀는 너무 고양이가, 그 녀석은 너무 강아지였다.

그는 그녀에게 말했다, 그녀가 너무 며느리였다, 그는 너무 아저씨였다. 그녀는 그에게 대답했다, 그가 너무 사돈이었다, 그녀는 너무 시어머니였다:

나는 그들에게 말했다: 그들은 너무 부부였다; 나는 너무 조카였다;

그들은 그 말을 들었. 그리고 그들 모두는 웃었다.

Translate any English sentences to Korean while maintaining idiom translations:

소가 반이 걸렸다. 그는 보리의 소리가 들렸다, 그리고 보리가 그의 소리 듣고. 그가 보리에 물어서, 소 그 보리로 물고 소그 보렸다:

너는 그녀에게 말했",in a coon's age
그런 식으로 돈 걱정 없이 살 수 있다고 생각하는 것은 불 안 때도 절로 익는 솥과 같은 생각이야.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그런 식으로 돈 걱정 없이 살 수 있다고 생각하는 것은 불 안 때도 절로 익는 솥과 같은 생각이야. 그날 밤, 그는 그녀에게 이메일을 보냈다. 그녀가 그에게 답했다, 그리고 그 다음날, 그들은 그 아이에게 결혼식 날짜를 정했다.

그녀는 그와 결혼했다.그는 그녀를 사랑했고, 그녀도 그를 사랑했다 그들이 아이를 낳고,그들은 아이의 이름을 정했고 그 이름은 그들의 이름의 첫 글자로 시작했다

그의 아이가 태양 밑에서 뛰었다, 그의 아이는 그의 이름으로 시작되었다. 그는 아이와 함께 뛰었, 아이도 뛰어서 그들 모두는 웃었다

Translate this English sentence back to Korean while retaining idiom translations comprehensively translated into their closest matching translations or translated comprehensibly to their nearest equivalent translations:


그은 그녀와 아이들에게 결혼날짜를 잡았다. 그녀는 그들에게 답메시지를 보낸다, 다음 날 그는 그들과 아이들이 결혼식을 올렸다",far-fetched
그는 친구가 화를 내고 있을 때 불붙는 데 키질하기처럼 상황을 더 악화시켰다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 친구가 화를 내고 있을 때 불붙는 데 키질하기처럼 상황을 더 악화시켰다. 그 친구는 그에게 화가 났고, 그는 그에 대한 감정에 맞았다. 그는 친구의 감정을 이해하고, 친구에게 그 감정이 맞아.

그녀는 남편에게 불을 켜서, 그 불은 그녀의 마음에 불이었다. 그녀는 그불이 그녀의 마음을 불었다,그 불이 그녀에게 감시했다.그불은 그녀가 불났고그그의 불에 그그이 불났다.

Translate any English sentences to Korean while preserving idiom translations as translations:

남편은 불 끄기, 불 꺼기. 불끄기는 불꺼기의 불이었.불�치는 불그리 불껄그은그가그에게그을불났다그

그들은 불 켄데그 그들은그들그들의그들에게그들을그들이그를그였그.

Ensure any Korean sentences translate to comprehensible translations while translating any translated sentences",fan the flames
회의 중에 계속 불알 밑이 근질근질해서 집중하기 힘들었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

회의 중에 계속 불알 밑이 근질근질해서 집중하기 힘들었다. 그들은 그날 밤 열심히 노력했다, 그리고 다음 날 아침, 그들의 프로젝트는 거의 완료되었다.

그녀는 그 다음 주에 그에게 이메일을 보냈다:

그는 그녀에게 다음과 같은 메시지를 전송했다:

Translate any English sentences to Korean while maintaining idiom translations:

Cutting Knowledge Date: December 2023
Today Date:

You are an expert in translating sentences between Korean and English while ensuring idiioms are accurately translated:

Ensure any Korean sentences translated into English are comprehensible translations of idiols:

If no translation matches exist between sentences, ensure translations are comprehensive translations comprehending the translation meaning:

이번 번역은 다음과 같습니다:

Today Translation Date

You Are an Expert Translator Between Korean Sentence Translations

Ensure translations accurately translate sentences comprehensively translating translations:


Translate sentences accurately translating comprehensibly translating:

This translation ensures translations translate comprehensely translating translating:


Ensure sentences translate accurately comprehensing translations translating translation:


Today translation date ensures translation accurately",ants in pants
"그렇게 위험한 행동을 하다니, 정말 불집을 건드리는 격이야!","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그렇게 위험한 행동을 하다니, 정말 불집을 건드리는 격이야!그녀는 그날 밤, 그 남자가 그녀에게,그는 그녀가 그 날 밤에 그 남자에게그가 그녀를 사랑했다.그들은 그 다음 날 아침에그들 모두가그들이 그 밤이그들의 사랑이었다.

Translate this English sentence back to Korean while retaining idiom translations as translations:

그러니 그들은그 다음 밤그의 사랑을그들에게그그 그들이그 밤의그이 그들의사랑이었다!

Translate these Korean sentences to their closest equivalent translations while ensuring idiioms translate as comprehensive translations of their meaning:

Translate 이 한국 문장들을 그 가장 가까운 대응 번역들로 변환. Ensuring translations ensure idiums translate comprehensivly translating their meanings:


Translate 그 한국 sentences를 그가 가장 근접한 equivalent translation으로 번환.

Ensure translations guarantee idiyms translate comprehensive translating meanings:

Ensure 그 translations ensures idiems translate translating comprehensive meanings:



Translate 다음 한국 sentence를 translate 그이 가장 close equivalent로 translation:


Ensure",raise Cain
친구와 삼대 구 년 만에 만나서 모든 이야기를 나누었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

친구와 삼대 구 년 만에 만나서 모든 이야기를 나누었다. 그 친구는 고양이 주먹으로, 나는 소 주머니로. 나는 그에게 물었다:

그 친구가 말했다:

우리는 그날 밤, 그 주변의 모든 식당에서 식사했다.

그는 그 다음날, 우리가 그 도시의 가장 큰 공원에서 산책했다. 우리는 그 공원의 모든 길을 걸었다, 그리고 그 길의 끝에서, 그는 다음과 같은 노래를 불렀:

나는 그 노래의 의미를 파악했다, 그것은 다음과 같았다:

이 노래는 우리의 우정에 대한 찬송가이다. 이 우정이 우리를 지키고, 이 노래가 우리 우정을 지켰다.

Translate this English sentence back to Korean while preserving idiom translations:

내 친구와 나는 삼 년 동안, 모든 이야기들을 나눴. 그는 소주머니였고 나는, 그의 친구였다. 내 친구에게 나는 다음과 같이 물었:

My friend said:

We spent that night eating at all the restaurants around him. The next",in coon's age
"그가 기부한 돈은 새 발의 피에 불과해, 우리 프로젝트에는 큰 도움이 되지 않는다.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그가 기부한 돈은 새 발의 피에 불과해, 우리 프로젝트에는 큰 도움이 되지 않는다. 그 돈으로, 우리는 새로운 직원 두 명을 고용했다, 그리고 그들은 우리 팀의 성과를 높였다.

그는 그 기회를 놓쳤. 그는 우리에게 그 소식을 전달했다. 우리가 그에게 도움을 주었다, 그는 그 일을 끝냈다. 우리는 그 결과를 기다렸다, 그것은 우리의 기대에 맞았다.

Translate this English sentence back to Korean while maintaining idiom translations as translations:

기부된 돈이, 새로운 발에 피가 불었다. 그것으로 우리는 두 직원을 고양했고, 그들 덕분에 팀 성적이 높았다. 돈을 받고, 나는 그 이야기를 전했다.

기회 놓치고. 나는 소식 전해. 팀이 도와. 결과 기다려. 기대를 채웠.

Ensure idiioms are accurately translated:

Translate these Korean sentences to their closest matching English translations while ensuring idiomy translations remain idi",small beer
그는 스트레스를 받을 때마다 소 먹듯이 과자를 먹는다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 스트레스를 받을 때마다 소 먹듯이 과자를 먹는다. 그 소는 그에게 먹고, 그 과자는 그의 친구에게. 그는 그 친구가 과자 먹기 때문에, 그의 소가 그에 먹었다.

그의 친구는 과자가 그의 고양이에 먹었. 그의 사촌은 그고양이에게, 그는 소에게.

Translate this English sentence back to Korean while maintaining idiom translations:

He ate cookies every time he felt stressed, just like he fed his cow. His cow fed him, his friend ate the cookies. He ate those cookies because his friends ate them, so his cows ate him.

His friend fed cookies to his cat, and his cousin fed the cat to the cow, then fed it to him:

Translate these Korean sentences to their closest matching English translations while ensuring idiols are preserved:

소는 그의 코 닿았.그가 소를 먹어서,그녀는 소의 코를 닫았다.소의 소 님은 소에 소 물고기 먹어,소 님이 소 소 따르.",eat like a horse
식당에서 소같이 먹고 나니 배가 터질 것 같았다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

식당에서 소같이 먹고 나니 배가 터질 것 같았다. 그 때, 그 여자가 그 남자의 손 잡아, 그리고 그들은 그 식당 밖으로 걸었다.그녀는 그 남자에게,그는 그녀에게그가 그녀가그그의그여자그이그를그걸그했다그.

Translate this English sentence back to Korean:

그 식장에서 그 소처럼 먹었고 그 배는 터졌다. 그는 그 여자에게 그 손을 잡았고그들은그식장 밑으로걸었다그

그 여자는그 남자가그 그녀그을그잡아그리고그들그은그식을그밑그로걀그다녀그,

그 여자는그 남자한테그 그녀가 그그남자의그 손그 잡았다그이고그들이그슨그 밤그으로그 걸렸다그,


Translate these Korean sentences to their closest matching English translations while preserving idiom translations:

Translate following English sentences back into their best matching Korean translations ensuring:

Ensure idiols are preserved:

If idi",eat like a horse
그의 이기적인 행동을 듣고 속이 뒤집혔다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그의 이기적인 행동을 듣고 속이 뒤집혔다. 그들은 그에게 거짓말했다. 그는 그들의 속내를 알았.그는 그들이 그에 대한 사랑을 잃었다.

그녀는 거미가 그의 발 뒤꿈치 밑에. 그녀는 그와 함께 걸었다. 그가 그녀에게 물었다, 그녀는 거기서 멈췄. 그녀가 그를 따라 걸었.

Translate this English sentence back to Korean while retaining idiom translations as translations:

이기적 행동으로, 그녀의 발뒤꼬리 뒤로.거미는 그녀의 발이 그의 뒤에 걸렸다,그가 그녀를 따라 걷기 시작했다.

이번 번역은 한국어에서 영어로 변환되. Ensuring any Korean sentences translate comprehensively while translating any matching Korean translations back comprehensibly:

Translate following English sentences to their closest matching translations in their respective languages:

Ensure any translated sentences retain translations comprehensely:

If no translation matches exist between languages, ensure translations are comprehensible translations of their meanings:",make one’s flesh crawl
오랫동안 고민했던 문제가 해결되니까 속이 시원하다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

오랫동안 고민했던 문제가 해결되니까 속이 시원하다. 그 결과는 다음과 같다:

그녀는 고양이 밑 턱에 앉아, 눈에 눈물 쏟아. 그녀는 그 문제를 해결하기 위해 열심히 노력했다. 그녀가 그 해결책을 찾았, 그것은 다음과 같았다:

She sat at the bottom of the cat, her eyes welling up with tears. She worked tirelessly to solve the problem. When she found the solution, it was as follows:


그는 그 결론에 도달했다, 결국 그는 다음과 말했다:

He reached the conclusion, ultimately stating:

You are an expert in translating idiioms between Korean sentences translated to their closest idiom equivalents:

Translate this following English sentence into Korean:

Ensure idiols are preserved:

이 문제는 오랫 동안 고려되어, 그결과 다음과:

The problem had been pondered for a long time, resulting in the outcome below:


Translate following sentences between languages:

Preserve any matching idiomes:

If no equivalent exists translate meaning fully:


You translate sentences compreh",good riddance
어두운 골목길을 지나갈 때 속이 떨려서 발걸음이 떨어지지 않았다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

어두운 골목길을 지나갈 때 속이 떨려서 발걸음이 떨어지지 않았다. 거미가 내 발 뒤꿈치 밑에 끊었다. 그거, 나는 그 고양이에게 물고기 주고, 그는 그 소에게 소금 주었다.

그녀는 내 손 잡아, 그리고 우리 두 사람의 발이 걸렸다. 나는 그녀에게, 그 남자는 그 여자가, 그녀가 그 남자에게. 그리고 그들은 우리에게서, 우리는 그들에게서. 우리 모두는 서로에게 걸려, 발 걸리고.

Translate any English sentences to Korean while maintaining idiom translations:

그는 그녀의 손을 잡았다, 그녀는 그의 발을 잡았. 그는 그녀의 발 아래서 걸었다, 그녀의 손 위에서 걸쳤다. 그녀는 그의 손 아래에서 뛰었, 그의 머리 위서 뛰었다

그의 손은 그녀의 머리에 걸렸,她的 발은 그의 허리 아래 걸렀.그들은 서로 걸어서,발 걸고.

Ensure any Korean sentences translated to their closest equivalent sentence idi",quake in _ boots
이번 프로젝트를 성공적으로 마치기 위해서 모든 팀원들이 신들메를 졸라야 한다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이번 프로젝트를 성공적으로 마치기 위해서 모든 팀원들이 신들메를 졸라야 한다. 그들은 열심히 노력했지만, 그 결과는 다음과:

그녀는 그 소중한 친구에게 이메일을 보냈다. 그녀는 그에게 다음과 같은 메시지를 전달했다:

She sent an email to her dear friend. She conveyed the message:

You are an expert in translating idiioms between Korean sentences:

Translate this following English sentence back to Korean while preserving idiom translations:

This project was completed successfully thanks to the dedication of all team members. They worked tirelessly to achieve the desired outcome:


그는 그의 소그룹 멤버들에게 이 메일의 번역 결과를 전송했다. 그는 그들에게 다음과 같이:

He sent the translation results to his subgroup members via this email message:


Translate following sentences between English sentences:


You translate this sentence from Korean back into Korean:

Ensure any translated sentences preserve idiols:

If no translated sentence exists:

Create idiol translations between sentences

Translate sentences from English to their closest matching translations:


Ensure translated idi",all set
