Original_EN_Sentence,EN_to_KR_Translation,Label
He checks his phone every minute to see if he has any new messages.,1분에 한 번씩 핸드폰을 확인하여 새로운 메시지가 있는지 확인한다.,하루가 멀다 하고
Her comments only served to fan the flames of the argument between them.,그녀의 말은 그들의 논쟁을 더욱 격화시켰다.,불난 집에 부채질하다
"If you've been thinking about starting your own business, just go for it!",사업을 시작하려면 바로 시작하라는 말.,발 벗고 나서다
"When the concert tickets sold out in seconds, the fans were going nuts.",콘서트 티켓이 한순간에 매진되자 관중들은 정신을 못 차리게 됨을 이르는 말.,열 받다
"She always says that celebrities have it easy, but they face pressures we can't even imagine.",연예인들은 쉬운 일만 하게 됨을 비유적으로 이르는 말.,손에 물 한 방울 안 묻히다
The horror movie was so terrifying that it made my flesh crawl.,영화는 매우 무서웠다. 나무랄 데 없는 사람을 비난하는 경우를 비유적으로 이르는 말.,등골이 오싹하다
The two companies launched their new marketing campaigns in tandem to maximize their outreach.,두 회사는 동시에 새로운 마케팅 캠페인을 시작하여 최대한의 효과를 거두기 위함입니다.,손발을 잘 맞춰
The exam was a piece of cake; I finished it in just thirty minutes!,시험은 매우 쉬웠다. 30분 만에 끝냈다.,누워서 떡 먹기
"After that scandal, his name is mud in the business community.",그 후로 그 사람의 이름은 사업계에서 더럽게 됨을 비유적으로 이르는 말.,꼬리표가 붙다
"She reminded herself that no pain, no gain as she pushed through the final miles of her marathon training.",마라톤 훈련을 마치기 위하여 마지막 몇 킬로미터를 달리던 그녀는 '아무 고통도 없으면 아무 성과도 없다'이라는 관용구를 떠올렸다.,하늘을 봐야 별을 딴다
"When I first tried baking, I thought it would be challenging, but it turned out to be nothing to it.","처음으로 베이킹을 시도했을 때, 나는 그것이 어려울 것이라고 생각했지만, 결과는 생각보다 훨씬 쉬웠음을 이르는 말.",누워서 떡 먹기
"Before we finalize the project, let’s make sure we are on the same page regarding the budget.","이 프로젝트를 마무리하기 전에, 예산에 관해서는 모두 같은 관용구를 사용할 수 있나요?",손발을 잘 맞춰
"In that company, the CEO's word is law, and no one dares to question his decisions.",그 회사는 CEO의 말은 법이고 아무도 그의 결정에 이의를 제기하지 못한다는 말.,칼자루를 잡다
I was really pissed off when my favorite show got canceled unexpectedly.,제가 좋아하던 프로그램이 갑자기 취소되자 몹시 화가 나게 됨을 이르는 말.,뚜껑이 열리다
The thought of speaking in front of the entire school made her quake in her boots.,학교 전체가 모인 앞에서 말을 하게 되면 몹시 떨게 됨을 비유적으로 이르는 말.,간 떨리다
"When she was reading her book, she was as quiet as a mouse.",책을 읽는 중에 매우 조용하게 행동함을 이르는 말.,쥐 죽은 듯하다
"After being convicted of fraud, he had to serve time in federal prison.",그는 사기죄로 유죄 판결을 받고 연방 감옥에 수감되었다.,콩밥을 먹다
"When the thunderstorm rolled in, I could see my little brother shaking in his boots.","폭우가 쏟아지기 시작했을 때, 내 동생은 몹시 겁이 나서 떨고 있었다.",간 떨리다
"When he found out that someone had lied to him, he was spitting blood with rage.",누가 자기에게 거짓말을 한 것을 알게 되면 몹시 화를 내는 경우를 비유적으로 이르는 말.,뚜껑이 열리다
Winning the lottery was a stroke of luck that changed his life forever.,로또 당첨은 그의 삶을 영원히 바꾼 운수가 되었다.,굴러온 호박
I can't believe the senator made those claims; he's just talking through his hat again.,senator이 그런 말을 한다는 것은 믿기 힘듦을 비유적으로 이르는 말.,소설 쓰다
"She proved her loyalty time after time, always being there when I needed her.","여러 번 그녀의 충실함을 입증하였고, 언제나 내가 필요할 때마다 그녀가 나섰다는 것을 보여주었다.",하루가 멀다 하고
The politician found himself under fire after the controversial decision was made public.,정치인은 논란의 중심에 서게 됨을 비유적으로 이르는 말.,도마 위에 오르다
"After getting caught for embezzlement, he knew he was going to end up up the river for a long time.",돈을 훔친 죄로 체포된 그는 오랫동안 감옥살이를 하게 될 것이라는 것을 잘 알고 있었다.,콩밥을 먹다
Looking for that lost sock in the washing machine turned into a wild-goose chase.,세탁기에서 잃어버린 양말을 찾으려다 보니 허황된 노력만 됨을 비꼬는 말.,뜬구름 잡는 소리
"After that scandal, her name is mud in the community.",그 후로 그 지역 사회에서는 그 사람의 이름이 더럽게 됨을 비유적으로 이르는 말.,꼬리표가 붙다
