Original_KR_Sentence,KR_to_EN_Translation,Label
보리밥 한 솥 짓는 동안 기다리는데 너무 시간이 걸려서 짜증이 났다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

보리밥 한 솥 짓는 동안 기다리는데 너무 시간이 걸려서 짜증이 났다. 결국 보리 반이 끝났고, 나는 그 소금 먹고 간이 조마뿌리였다. 그 다음 주에 나는 보리를 다시 먹기 시작했다, 하지만 이번에는 보리의 맛이 달렸다. 나는 그것을 좋아했기 때문에 계속 먹었다, 그리고 그 맛은 계속 달았다.",in a coon's age
그런 식으로 돈 걱정 없이 살 수 있다고 생각하는 것은 불 안 때도 절로 익는 솥과 같은 생각이야.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그런 식으로 돈 걱정 없이 살 수 있다고 생각하는 것은 불 안 때도 절로 익는 솥과 같은 생각이야.그녀는 그날 밤 그에게 고양이에 물고기를 먹고 싶었다,그는 그녀에게 소금 치기였다.이번 프로젝트는 그녀의 첫 번째 주니어 인턴십이었고, 그녀는 그것을 열심히 노력했다.

Ensure any English sentence is translated to Korean, ensuring",far-fetched
그는 친구가 화를 내고 있을 때 불붙는 데 키질하기처럼 상황을 더 악화시켰다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 친구가 화를 내고 있을 때 불붙는 데 키질하기처럼 상황을 더 악화시켰다. 그 친구는 그에게 화풀이하고 싶었지만, 그는 친구의 기회를 놓치고 싶었다.

Translate this English sentence back to Korean, ensuring any translated meaning is accurately represented as a comprehensive translation of the sentence's meaning, rather than an attempt to match an existing Korean translation:

He was fanning the flames,",fan the flames
회의 중에 계속 불알 밑이 근질근질해서 집중하기 힘들었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

회의 중에 계속 불알 밑이 근질근질해서 집중하기 힘들었다. 그녀는 눈에 쌍심지가 오그라들었고, 나는 그녀에게 고양이에 물고기 먹고 싶었다.

Ensure any Korean sentences are accurately translated to their closest equivalent in the target language, while ensuring any existing or new matching or non-matching idioms are correctly translated:

그녀가 집에 돌아서서, 그는 그녀",ants in pants
"그렇게 위험한 행동을 하다니, 정말 불집을 건드리는 격이야!","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그렇게 위험한 행동을 하다니, 정말 불집을 건드리는 격이야!그녀의 눈에 눈물이 쏟아서, 그는 그녀에게서 떨어지기 쉬웠다.그는 그녀를 사랑했기 때문에, 그녀는 그의 모든 소중한 사람이었다.

You are an expert in translating between Korean and English, with a focus on ensuring any existing Korean sentences are accurately translated to their closest equivalent in the target language.",raise Cain
친구와 삼대 구 년 만에 만나서 모든 이야기를 나누었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

친구와 삼대 구 년 만에 만나서 모든 이야기를 나누었다. 친구는 고양이에 물고기 잡아먹고, 나는 소금 먹고 싶었다.

Ensure any Korean sentences are accurately translated to their closest equivalent in the target language, while ensuring any existing or potential matching translations are prioritized:

그는 친구에게서 소식을 들려주었지만, 친구가 소식이 없었다. 그들은 소중한 친구였다.

Translate",in coon's age
"그가 기부한 돈은 새 발의 피에 불과해, 우리 프로젝트에는 큰 도움이 되지 않는다.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그가 기부한 돈은 새 발의 피에 불과해, 우리 프로젝트에는 큰 도움이 되지 않는다. 그 돈으로, 우리는 새로운 장비를 구입할 수 있었고, 그것은 우리의 성과를 크게 높였다. 그는 우리에게 큰 기회를 주었다, 그리고 우리는 그것을 열심히 노력했다. 결과는 우리가 예상했던 것보다 훨씬 더 좋았다.

Translate",small beer
그는 스트레스를 받을 때마다 소 먹듯이 과자를 먹는다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 스트레스를 받을 때마다 소 먹듯이 과자를 먹는다. 그에게는 과자 먹기와 소 잡아먹기, 그들은 그의 가장 친한 친구였다. 그는 그들에게서 많은 것을 배웠다, 특히 소잡아 먹기의 기회가 많かった. 소는 그의 친구였기 때문에, 그는 소에게서 배운 것이 많았다. 그의 소 친구는 항상 그의 곁에 있었고, 그가 소",eat like a horse
식당에서 소같이 먹고 나니 배가 터질 것 같았다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

식당에서 소같이 먹고 나니 배가 터질 것 같았다. 식당 주인은 소금 치기 놈이었고, 나는 그에게서 배웠다. 나는 소처럼 먹기 시작했고, 나비처럼 춤치기 멈췄다.

Ensure any Korean sentences are accurately translated to their closest equivalent in the target language, while ensuring any existing matching translation is updated to reflect the new translation:

그녀는 고양",eat like a horse
그의 이기적인 행동을 듣고 속이 뒤집혔다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그의 이기적인 행동을 듣고 속이 뒤집혔다. 그에게서 거짓말을 들려주었고, 그는 그거에 눈에 쌍심지가 띄었다. 그는 그녀에게 거미 밑바닥으로 뛰어다니기 시작했고, 그녀가 그의 발뒤꿈치 밟아버렸다. 그녀는 그의 고양이에 물고기를 먹고 싶었지만, 그건 그의",make one’s flesh crawl
오랫동안 고민했던 문제가 해결되니까 속이 시원하다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

오랫동안 고민했던 문제가 해결되니까 속이 시원하다. 그 문제를 해결하기 위해 열심히 노력했고, 결국 성공했다. 문제 해결은 고양이에 소금 치기처럼 간이 조마치기였다. 하지만, 그 결과는 너무 멋지기 때문에, 나는 그 일을 해냈다. 나는 문제의 해결을 위해 노력을 기울였고, 결과적으로 나는 그것을 성공시켰다.",good riddance
어두운 골목길을 지나갈 때 속이 떨려서 발걸음이 떨어지지 않았다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

어두운 골목길을 지나갈 때 속이 떨려서 발걸음이 떨어지지 않았다. 거미의 발자국이 눈에 띄어서 걱정이었다. 어두워서 시거뿔이 뿌리 뽑아, 걷기 어려웠다. 발뒤꿈치가 저리고 발목이 간이 조마아.

Translation to Korean:

그녀는 어",quake in _ boots
이번 프로젝트를 성공적으로 마치기 위해서 모든 팀원들이 신들메를 졸라야 한다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이번 프로젝트를 성공적으로 마치기 위해서 모든 팀원들이 신들메를 졸라야 한다. 그들은 끊임없이 노력했고, 그 결과는 우리가 기대했던 것보다 훨씬 더 좋았다. 우리 팀은 열심히 일했기 때문에, 결과물은 우리의 노력을 반영했다. 결과적으로, 우리는 우리 목표를 달성했다, 그리고 그것은 정말 기쁜 일이었다.",all set
그 친구는 바닷가에서 실 한 오리 안 걸치고 수영을 하며 즐거워했다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 친구는 바닷가에서 실 한 오리 안 걸치고 수영을 하며 즐거워했다. 그 친구가 수양딸리로 오그라들었기 때문에, 그는 그에게 소중히 뺨 치기했다.

Translate this English sentence back to Korean, ensuring any translated content is accurately translated to its closest equivalent:

My friend was having the time of his life, swimming in the ocean while wearing only a pair of",in the buff
그가 중요한 회의에서 아무 말도 하지 않았던 것은 쓰다 달다 말이 없었기 때문이다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그가 중요한 회의에서 아무 말도 하지 않았던 것은 쓰다 달다 말이 없었기 때문이다.그녀는 그에게 고양이에 물고기 먹고 싶었다,그는 그녀의 요구를 거절했다.

Ensure any Korean sentences are accurately translated to their closest equivalent in the target language, while ensuring any existing or new matching or non-matching idioms are treated as such, and their meaning is translated accordingly, if no equivalent exists. Translate the",not bat an eye
요리도 잘 하지 못하면서 재료가 안 좋다고 불평하는 건 쓸 줄 모르는 것이 책부터 나무란다라고 할 수 있어.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

요리도 잘 하지 못하면서 재료가 안 좋다고 불평하는 건 쓸 줄 모르는 것이 책부터 나무란다라고 할 수 있어.그녀는 간이 조마뿌리 밑이 띄었다고, 그건 걱정이었다.

You are an expert in translating between Korean and English, with a focus on ensuring any existing Korean sentences are accurately translated to their closest equivalent English sentence, if no equivalent exists.",it is a poor workman who blames his tools
"그 회사는 직원이 아홉 마리 소에 터럭 하나처럼 많아서, 간부들이 알아주는 사람이 없어서 불만이 많다.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 회사는 직원이 아홉 마리 소에 터럭 하나처럼 많아서, 간부들이 알아주는 사람이 없어서 불만이 많다. 직원들은 간이 조마려서, 그들은 그 회사를 떠났다. 그 결과로, 회사의 수익이 떨어졌다.

Translate this English sentence back to Korean, ensuring any translated content is accurately translated to its closest equivalent:

The company had so many employees, it was like a herd of",a dime's worth
그는 항상 실패하면 안되면 조상 탓하다며 자신의 무능함을 숨기려 한다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 항상 실패하면 안되면 조상 탓하다며 자신의 무능함을 숨기려 한다. 그에게는 두 가지 방법이 있다. 첫 번째 방법은, 그는 조상의 무례한 발뒤꿈치 밑에서 뛰어뛰기하고 싶었다. 두 번째는, 그가 조상을 찾아서, 그들은 함께 술 마시고 이야기할 수 있었다. 그는 그날 밤, 그의 친구에게서",pass the buck
이 문제는 약과 먹기 때문에 걱정하지 말고 편하게 해결하자.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이 문제는 약과 먹기 때문에 걱정하지 말고 편하게 해결하자. 이 문제를 해결하기 위해, 우리는 다음과 같은 조치를 취할 수 있다:

그녀는 간이 조마려서, 나는 그녀에게 약을 먹고 싶었다. 그녀는 약이 먹었고, 그 결과는 다음과 같았다:

걱정을 멈춰서 편히 쉬자. 문제가 해결되면, 그녀는 다음과 같이 느꼈다:",duck soup
그는 계약을 따내기 위해 공무원에게 약을 쳤다는 소문이 돌고 있다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 계약을 따내기 위해 공무원에게 약을 쳤다는 소문이 돌고 있다. 그는 계약서에 서명했지만, 계약은 결국 실패했다. 계약이 깨지자, 그는 직장을 잃었고, 그의 가족은 고통스러웠다. 그들은 그에게 사돈 간이 조마치고 기다렸다. 그의 계약 파트너는 그를 떠난 뒤에, 그는 혼",grease someone's palm
그 계획은 양을 보째 낳는 암소 같다. 실현 가능성이 전혀 없어 보여.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 계획은 양을 보째 낳는 암소 같다. 실현 가능성이 전혀 없어 보여. 그에게는 너무 늦었다. 그는 너무 오그라들어서, 이제 그는 고양이에 변했다.

Translate this English sentence back to Korean, ensuring any existing or translated-to-comprehensively meaning is accurately translated:

He had a plan, but it was a sheep in wolf's clothing. It was completely unrealistic. He was too late, and now",far-fetched
"우리가 이 정도 거리에 있다면, 엎드러지면 코 닿을 데의 관계라고 할 수 있어.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

우리가 이 정도 거리에 있다면, 엎드러지면 코 닿을 데의 관계라고 할 수 있어. 그들은 우리에게 소중히, 우리가 그들에게 사랑스럽기 때문에. 우리의 사랑은 끊임없이 이어져, 그들의 사랑이 우리를 지지했다. 우리는 그들에 대한 사랑으로 살아가고 싶어서.그녀는 그에게 사랑의 노래를 불렀고, 그는 그녀에게",stone's throw
그 카페는 집에서 엎어지면 코 닿을 데에 있어 자주 가게 된다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 카페는 집에서 엎어지면 코 닿을 데에 있어 자주 가게 된다. 그들은 항상 좋은 음식을 먹었고, 그들의 커피는 언제든지 맛있었다. 나는 그들에게 고양이에 대한 이야기를 들려주고 싶었지만, 나는 너무 늦었다.

You are an expert in translating between Korean and English, with a focus on ensuring any existing Korean sentences are accurately translated to",stone's throw
그 소식을 듣고 나는 열이 상투 끝까지 올랐다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 소식을 듣고 나는 열이 상투 끝까지 올랐다. 나는 그에게 전화를 걸고, 그 소식이 너무 기암절벽이었다. 그는 너무 급히머리 올라서, 나는 그의 소중히워서 그의 마음을 진정시키기 위해 노력했다.

Translate any English sentences to Korean, ensuring any existing Korean sentences are updated to match the new translation. This will prevent any potential conflicts between the two translations:

You are",blow one's top
그의 행동에 너무 화가 나서 지금 이 갈고 있다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그의 행동에 너무 화가 나서 지금 이 갈고 있다.그는 그녀에게 고양이에 소금 치기했다,그녀는 그에게 코 닿을 데에 소중히했다.

Ensure any Korean sentences are accurately translated to their closest equivalent in the target language, while ensuring any existing matching translation is updated:

이번 프로젝트는 그녀의 첫 번째 큰 기회였다.She was the first woman to join the team in five years, and she",blow one's top
그림을 그리는 데 필요한 색연필이 이리 죽은 데 토끼 눈물만큼밖에 남지 않았다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그림을 그리는 데 필요한 색연필이 이리 죽은 데 토끼 눈물만큼밖에 남지 않았다.그녀는 그림이 완성되었고, 그 결과는 그녀가 기암절벽 아래서 뛰어뛰기했다.

Ensure any Korean sentences are accurately translated to their closest equivalent in the target language, while ensuring any existing matching translation is updated to reflect the new translation's comprehensiveness. Translate the resulting English sentence as",next to nothing
일을 하려면 어처구니 독 바르듯 하고 삼동서 김 한 장 쳐부수듯 메로 새알 부수듯 신속하게 처리해야 결과가 좋습니다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

일을 하려면 어처구니 독 바르듯 하고 삼동서 김 한 장 쳐부수듯 메로 새알 부수듯 신속하게 처리해야 결과가 좋습니다. 결과를 기다려서, 결과는 좋았다. 일은 성공했다. 성공은 기쁜 소식을 들려주었다. 기뻐서 눈에 눈물이 났다. 눈에는 눈이 멘었다.

Ensure any Korean sentences are",make it snappy
그 사람은 정치 문제에 대해 이야기하며 입에 게거품을 물고 열변을 토했다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 사람은 정치 문제에 대해 이야기하며 입에 게거품을 물고 열변을 토했다.그녀는 그의 발뒤꿈치 밑에서 뛰어뛰기했다,그는 그녀를 따라서 뛰었다.

Ensure any Korean sentences are accurately translated to their closest equivalent in the target language, while ensuring any existing or potential matching translation is prioritized. This may involve translating the content comprehensively if no equivalent exists:",going nuts
그날의 기쁨에 입이 가로 터져서 친구들과 계속 웃고 떠들었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그날의 기쁨에 입이 가로 터져서 친구들과 계속 웃고 떠들었다. 그들은 마치 기암절벽 아래서 뛰어뛰기 놀이를 했다, 그들의 소중한 친구가 그날 밤에 결혼식 날을 잡아.

Today's joy had me grinning from ear to ear as I laughed and chatted with friends all day long. We played a game of leapfrog under the rocky outcro",over the moon
친구의 결혼 소식을 듣고 입이 귀밑까지 찢어질 정도로 기뻤다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

친구의 결혼 소식을 듣고 입이 귀밑까지 찢어질 정도로 기뻤다. 결혼식 당일, 친구는 눈에 쌍심지가 뿜뿄었다. 친구가 결혼식을 올려놓고, 나는 친구에게서 소중한 추억을 얻었다.

You are an expert in translating between Korean and English, with a focus on ensuring any existing Korean sentences are accurately translated to their closest equivalent English",over the moon
"시험에 합격하고 친구들과 축하 파티를 할 때, 잔치날에 큰상 받는 기분이었다.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

시험에 합격하고 친구들과 축하 파티를 할 때, 잔치날에 큰상 받는 기분이었다. 시험 결과가 발표되자, 친구들은 기뻐었고, 저는 그 기회를 놓치고 싶지 않았다. 그날 밤, 나는 친구들을 따라서 술집에 갔다.,그녀는 거짓말쟁이였다. 나는 그녀에게 술잔을 건너다. 그녀는 술 잔을 받",be on cloud nine
그 친구는 항상 잘되면 제 탓 못되면 조상 탓하다며 자신의 실패를 남에게 돌려서 별로 신뢰가 가지 않아.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 친구는 항상 잘되면 제 탓 못되면 조상 탓하다며 자신의 실패를 남에게 돌려서 별로 신뢰가 가지 않아. 그 친구가 내 친구에게 소중히워서, 나는 친구 간이 조마치고 친구를 걱정했다. 나는 그에게 고양이에 소금 치기해서, 그는 내게 소고기 주먹으로 내 뺨 치기로, 그 결과는",pass the buck
선생님께서 숙제를 안 해온 학생에게 주릿대경 치셨다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

선생님께서 숙제를 안 해온 학생에게 주릿대경 치셨다. 학생은 눈에 쌍심지가 오그라들었고, 선생님은 학생의 눈빛을 보았다. 선생님이 학생을 불렀다:

그녀는 그날 밤에 불알 밑이 뿜뿄었다. 그 다음날 아침에, 그녀는 학교로 걸려거렁이 떫기 시작했다.",get it in the neck
그 작업은 주먹으로 물 찧기처럼 간단해서 금방 끝낼 수 있을 거야.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 작업은 주먹으로 물 찧기처럼 간단해서 금방 끝낼 수 있을 거야.그녀는 그 일을 끝냈고, 그 다음 주에 새로운 프로젝트를 시작할 수 있었다.

You are an expert in translating between Korean and English, with a focus on ensuring any existing Korean sentences are accurately translated to their closest equivalent English sentence, if no equivalent exists. Translate the resulting English sentences as comprehensive translations of the original Korean meaning, ensuring",it's a piece of cake
그 프로젝트는 결국 줄 없는 거문고가 되어 버렸어. 아무런 성과도 없이 시간만 낭비했지.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 프로젝트는 결국 줄 없는 거문고가 되어 버렸어. 아무런 성과도 없이 시간만 낭비했지. 나는 그에게 고양이에 물고기를 먹고 싶었어, 하지만 그는 그건 불가능이었다. 그는 결심했다, 나는 결론했다. 그 결과는 간이 조마뿌리였다.

Ensure any Korean sentences are accurately translated to their closest equivalent in the target language, while ensuring any",good for nothing
밤에 불행하게도 찬 이슬 맞는 놈이 우리 집에 침입해 소중한 물건을 훔쳐갔다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

밤에 불행하게도 찬 이슬 맞는 놈이 우리 집에 침입해 소중한 물건을 훔쳐갔다. 그 녀석은 우리에게서 소금 치기했다, 우리가 그에게 물고기 잡아먹기였다. 그는 우리의 집이 그의 집이었고, 우리는 그의 가족이었다. 우리 모두가 함께 춤추기 시작했고, 밤하늘의 별 따르기 끝났다.",tea leaf
그는 항상 칼 물고 뜀뛰는 행동을 일삼아서 주변 사람들을 놀라게 한다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 항상 칼 물고 뜀뛰는 행동을 일삼아서 주변 사람들을 놀라게 한다. 그들은 그의 기회를 기다려서, 그는 결국 그들의 눈에 띄기 시작았다. 그는 그들을 따라서 뛰어다니며, 그들이 그의 존재를 알게 되었다.그들은 그에게 접근하여, 그가 그들과 이야기하기 시작했다. 그의 목소리는 소중히워서 들려",sail close to the wind
그는 어릴 때 잘못된 길로 가서 몇 년 동안 콩밥 맛을 봤다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 어릴 때 잘못된 길로 가서 몇 년 동안 콩밥 맛을 봤다.그녀는 고양이에 간이 조마려서 밤잠이 오그라들었다.

Ensure any Korean sentences are accurately translated to their closest equivalent in the target language, while ensuring any existing or new matching or non-matching idioms are treated as such, and their meaning is translated accordingly, if no equivalent exists:

이번 프로젝트",up the river
그는 범죄로 인해 결국 콩밥을 먹게 되었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 범죄로 인해 결국 콩밥을 먹게 되었다. 그에게는 소중한 가족이 있었고, 그는 그들을 위해 노력했다. 하지만, 그들은 그를 떠났다. 그는 혼자서 걷기 시작했고, 그의 발걸음은 점점 느려졌다. 그의 마음은 고양이에 물고기 잡아먹고 싶었다. 그러나, 그것은 불가능이었다.

Translate this English sentence back to",up the river
이 대학에 입학하는 것은 하늘의 별 따기처럼 어렵다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이 대학에 입학하는 것은 하늘의 별 따기처럼 어렵다. 나는 열심히 공부했기 때문에, 나는 내 꿈을 이루기 위해 노력했다. 그 결과로 나는 최고의 성과를 거두었고, 내 이름은 대학의 명단에 올랐다. 이 대학이 내 인생을 바꿔놓았다.",a big ask
그 할아버지는 병원에서 치료를 받다가 결국 한 줌 재가 되셨다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 할아버지는 병원에서 치료를 받다가 결국 한 줌 재가 되셨다. 그 할머니는 그의 죽음이 그녀에게 큰 충격이었고, 그녀가 그에게 마지막 인사를 하기 위해 그의 병실로 달려갔다.그녀가 그의 침대 근처에 앉아, 그의 눈에 눈물이 쏟아졌다. 그녀는 그의 손을 잡아 끊임없이 그의 이름을 불렀다",breathe one's last
그 회사의 연봉은 한 줌도 못 되는 수준이라 많은 사람들이 떠나고 있다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 회사의 연봉은 한 줌도 못 되는 수준이라 많은 사람들이 떠나고 있다. 그들은 고양이에 물고기 잡아먹기 때문에, 그 회사는 그들의 직원들에게 고슴도치 뺨 치기였다. 이제 그 회사에서 일하고 싶지 않아, 나는 그에게서 떠난다. 그는 그 일을 끝냈다, 이제 나는 다음 단계로 뛰어넘었다.

그는 그",next to nothing
"그는 헌 정승만치도 안 여긴 듯, 나의 의견을 전혀 고려하지 않더라.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 헌 정승만치도 안 여긴 듯, 나의 의견을 전혀 고려하지 않더라. 그에게서 나는 단돈 몇 마리 고양이 소금 치기였다. 나는 그의 거짓말에 눈에 쌍심지가 오그라들었고, 나는 결심했다. 이 기회는 너무 늦었다. 그는 내 소중한 친구였기 때문에 나는 그를 용서했다.

Translate",send someone to Coventry
그 소식을 들었을 때 나는 혀가 내둘려서 아무 말도 할 수 없었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 소식을 들었을 때 나는 혀가 내둘려서 아무 말도 할 수 없었다. 그 소식은 너무 충격적이었고, 나는 그 기회를 놓치고 싶지 않았다. 나는 소중히워서 그에게 전화를 걸었다. 그는 너무 기뻐서 울었다, 그리고 나는 그의 기쁨을 나눴다. 우리는 그날 밤에 함께 식사했다, 그 다음날은 함께 여행했다",at a loss for words
"회의에서는 혀를 조심해야 하므로, 불필요한 발언은 피하는 것이 좋다.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

회의에서는 혀를 조심해야 하므로, 불필요한 발언은 피하는 것이 좋다. 회의 결과는 다음 주에 발표될 예정이다.

Ensure any English sentence is translated to Korean, ensuring any existing Korean sentences are updated to reflect the new translation:

그는 그녀에게 고양이에 눈에 쌍심지가 뿜뿄었다. 그녀는 그에게 소금 치기했다.

If no existing translation exists",mind one's language
그는 회사에서 지각을 해서 혼뜨검 만났다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 회사에서 지각을 해서 혼뜨검 만났다. 그에게는 불가피적인 이유가 있었기 때문에, 그는 직장 상사에게 사돈 간이 졸아서, 그 상사는 그의 불가능한 요구를 거절했다. 그는 결국 직장을 떠났다.

He was late to work and had a run-in with his boss. He had an unavoidable reason for being late, so he was sweating bullets as he asked",get it in the neck
그의 배신에 화가 머리끝까지 나서 더 이상 그와 이야기하고 싶지 않았다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그의 배신에 화가 머리끝까지 나서 더 이상 그와 이야기하고 싶지 않았다. 나는 그에게 거짓말을 했다, 그는 나를 믿었고, 나는 그의 신뢰를 깨고 싶었다. 그날 밤에 나는 술에 취했다, 다음날 아침에 눈에 쌍심지가 오그라들었다.

Ensure any Korean sentences are accurately translated to their closest equivalent in the target language, while ensuring any",blow your top
그 영화는 흑싸리 깝대기 같은 내용으로 시간 낭비였어.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 영화는 흑싸리 깝대기 같은 내용으로 시간 낭비였어. 나는 그 영화를 두 번 보았고, 두 번째 시청에서, 나는 영화의 내용을 이해했다. 그 내용은 다음과 같다:

You are an expert in translating between Korean and English, with a focus on ensuring any existing Korean sentences are accurately translated to their closest equivalent in the target language, while any non-existent equivalent is translated from the source language's meaning",good for nothing
그의 발언은 사회의 불평등 문제에 대해 경종을 울리는 중요한 메시지였다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그의 발언은 사회의 불평등 문제에 대해 경종을 울리는 중요한 메시지였다. 그는 그 문제를 해결하기 위해 노력했지만, 그것은 쉽지 않아. 그에게는 더 많은 시간이 필요했다.

His speech was an important message that sounded the alarm on the issue of social inequality. He worked hard to solve the problem, but it wasn't easy. More time was needed for him to succeed.",better safe than sorry
이번 복권에 당첨된 건 정말 굴러온 호박이야!,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이번 복권에 당첨된 건 정말 굴러온 호박이야! 나는 그 돈으로 집을 샀고, 내 가족은 행복했다. 그 후로, 나는 매일 그 기회를 노려봤고...그녀는 내 친구가 되었다. 나는 그녀에게 고양이에 물고기 잡아먹고 싶었다, 하지만 그녀가 너무 급히머리가 오그라들었다. 그녀는 내 집에 왔고",stroke of luck
그 소식을 듣고 귀를 의심할 수밖에 없었다. 너무 믿기 어려운 일이었거든.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 소식을 듣고 귀를 의심할 수밖에 없었다. 너무 믿기 어려운 일이었거든. 그 소식이 너무 거짓말이었다, 너무 불가능한 일이었다. 그는 너무 어두운 길로 걷기 시작했다. 걱정했기 때문에, 그는 소중히 몫으로 걸었다. 그의 발걸음은 너무 느렸다. 그가 너무 고양이에 걸렸다.

Translate this English sentence back to Korean",cock and bull story
