Original_EN_Sentence,EN_to_KR_Translation,Label
"She always seemed to have it easy, sailing through school while others struggled.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She always seemed to have it easy, sailing through school while others struggled. It was as if she had a magic wand that made everything fall into place, and she never had to lift a finger to get what she wanted.",먹는 밥이 살로 가다
She had kittens when she realized she left her phone at the coffee shop.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She had kittens when she realized she left her phone at the coffee shop. Now she was stuck in the middle of nowhere with no way to call for help. The sun was setting, casting a golden glow over the rolling hills, but she didn't care about the scenery. She just wanted to find a way back to civilization before nightfall.",뒤웅박 신고 얼음판에 선 것 같다
"When she found out that her coworker had taken credit for her work, she hit the ceiling.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When she found out that her coworker had taken credit for her work, she hit the ceiling. She had worked tirelessly on the project, pouring her heart and soul into every detail, only to have someone else swoop in and steal the spotlight. It was a slap in the face, and she couldn't help but feel a deep sense of betrayal and frustration.",이 갈리다
"When the storm forecasted heavy rain, some people hit the panic button and rushed to buy supplies.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When the storm forecasted heavy rain, some people hit the panic button and rushed to buy supplies. Others were more laid-back and decided to wait and see what the weather would bring. Either way, everyone agreed that it was going to be a long night ahead, with the sound of rain pounding against the windows and the occasional flash of lightning illuminating the dark sky.",뒤웅박 신고 얼음판에 선 것 같다
All his claims about transforming the company in a month turned out to be nothing but hot air.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

All his claims about transforming the company in a month turned out to be nothing but hot air. He had no idea what he was doing, and his lack of experience was evident in every single decision he made. The employees were at their wit's end, trying to make sense of the chaos he had unleashed upon the organization. Meanwhile, the investors were getting restless, demanding to know what was happening to their investment. It was only a matter of time before the whole thing came crashing",어림 반 푼어치도 없다
"After checking all the equipment, the team confirmed they were good to go for the presentation.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After checking all the equipment, the team confirmed they were good to go for the presentation. Everyone was excited to show off their hard work, and they couldn't wait to hear the feedback from the judges. The anticipation was palpable as they took their seats, ready to face whatever challenges lay ahead.

Ensure any Korean sentence is translated to English, ensuring any existing or new matching Korean sentences are also translated:

그들은すべての機器を確認し、プレゼンテーシ",신들메를 조이다
I haven't seen my old college buddy in a coon's age; we really need to catch up!,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

I haven't seen my old college buddy in a coon's age; we really need to catch up! He's always been a bit of a wild card, but I trust him with my life. I hope he's doing well and not getting into too much trouble. Maybe we can meet up soon and reminisce about the good old days.",보리밥 한 솥 짓는 동안
He loves to swim in the ocean in the buff when no one else is around.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

He loves to swim in the ocean in the buff when no one else is around. It's a great way for him to clear his mind and get some exercise at the same time.",실 한 오리 안 걸치다
"After the unexpected car repair, I'm really in the hole this month.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After the unexpected car repair, I'm really in the hole this month. I had to dip into my emergency fund to cover the costs, and now I need to find a way to make up for the lost income. It's not ideal, but I'll just have to tighten my belt and make some adjustments to get back on track financially.",고슴도치 외 따 지듯
"After the storm, the boat seemed to have vanished into thin air.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After the storm, the boat seemed to have vanished into thin air. It was as if it had never existed in the first place, leaving behind only a faint memory of its presence on the water. The waves continued to crash against the shore, their rhythmic pounding a reminder of the power of nature's fury. As the sun began to set, casting a warm orange glow over the landscape, I couldn't help but feel a sense of awe and wonder at the sheer force of",단 가마에 눈
"After struggling with the project for hours, Jason realized he was just making excuses; it really is a poor workman who blames his tools.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After struggling with the project for hours, Jason realized he was just making excuses; it really is a poor workman who blames his tools. He decided to take a break and go for a walk to clear his head and get some fresh air. When he returned to his desk, he felt revitalized and ready to tackle the task with renewed enthusiasm and focus.",쓸 줄 모르는 것이 책부터 나무란다
The math test was a piece of cake; I finished it in just fifteen minutes!,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The math test was a piece of cake; I finished it in just fifteen minutes! I was so proud of myself, and I couldn't wait to share the good news with my friends. We decided to celebrate by grabbing some ice cream at the new shop downtown. It was the perfect way to cap off an amazing day.

Translate this Korean sentence back to English, ensuring any translated content is accurately reflected:

그 수학 시험은 간이 조마뿌리였다;",주먹으로 물 찧기
Make sure to keep your eyes peeled for any signs of wildlife while we're hiking in the forest.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

Make sure to keep your eyes peeled for any signs of wildlife while we're hiking in the forest. We don't want to startle any bears or other animals, so let's stay alert and keep a safe distance from any potential threats. I know it's a lot to take in, but trust me, it'll be worth it when we reach the top of the mountain and see the breathtaking views for ourselves. Just remember to stay hydrated and bring plenty of snacks along the way",신경 쓰다
"After a long and fulfilling life, my grandfather finally kicked the bucket last summer.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After a long and fulfilling life, my grandfather finally kicked the bucket last summer. It was a bittersweet moment for our family, as we were both relieved and saddened by his passing. His legacy will live on through the countless memories we shared with him, and the impact he had on our lives will continue to inspire us for years to come.",한 줌 재가 되다
"When the rain started pouring, we had to leg it to the nearest cafe to stay dry.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When the rain started pouring, we had to leg it to the nearest cafe to stay dry. Luckily, it was just around the corner, and we were able to grab a table by the window and watch the storm rage on outside while we sipped our lattes and nibbled on croissants. It was the perfect way to spend a soggy afternoon in the city, just the two of us, enjoying each other's company and watching the world go by through the",길 죄다
I accidentally let the cat out of the bag about the surprise party when I mentioned it in front of her.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

I accidentally let the cat out of the bag about the surprise party when I mentioned it in front of her. Now she's not speaking to me, and I'm left with egg on my face, wondering how I managed to blow the whole thing. I guess I'll just have to wait and see if she'll ever forgive me for my careless mistake.",뒤가 드러나다
"When the deadline approached, she ran around the office like a chicken with its head cut off, trying to finish her work on time.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When the deadline approached, she ran around the office like a chicken with its head cut off, trying to finish her work on time. Her boss was breathing down her neck, reminding her of the importance of meeting the project's milestones. Despite her best efforts, the stress was starting to get to her, and she could feel her blood pressure rising with every passing minute. She took a deep breath and tried to focus on the task at hand, but her mind kept wandering back to",잔나비 밥 짓듯
"When she saw the state of her garden after the party, she lost her head and yelled at everyone.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When she saw the state of her garden after the party, she lost her head and yelled at everyone. She had worked hard to create a beautiful space, and now it looked like a disaster zone. The guests had trampled the flowers, knocked over the furniture and left their trash scattered everywhere. It was like they had no respect for her home or her hard work.",이 갈리다
"If we want to catch the train, we need to make it snappy!","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

If we want to catch the train, we need to make it snappy! We can't afford to waste any more time, or we'll miss it by a hair's breadth. Let's get moving, pronto!",일을 하려면 어처구니 독 바르듯 하고 삼동서 김 한 장 쳐부수듯 메로 새알 부수듯 하라
The hero met his death bravely while saving the villagers from the fire.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The hero met his death bravely while saving the villagers from the fire. His sacrifice will never be forgotten, and his memory will live on forever in the hearts of the people he protected.",한 줌 재가 되다
"After years of reckless living, he finally faced the consequences and was forced to meet his maker.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After years of reckless living, he finally faced the consequences and was forced to meet his maker. It was a fitting end to a life that had been marked by selfishness and a complete disregard for the well-being of those around him.",한 줌 재가 되다
"He rushed through the report, but his mistakes proved that more haste, less speed was the better approach.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

He rushed through the report, but his mistakes proved that more haste, less speed was the better approach. He had to go back to the drawing board and rework the entire project from scratch. It was a long and arduous journey, filled with setbacks and disappointments. Yet, he persevered, driven by his determination to succeed. In the end, his hard work paid off, and the project was completed ahead of schedule and under budget.",급한 길은 에워가라
"After the scandal broke, his name was mud in the business community.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After the scandal broke, his name was mud in the business community. His reputation was in shambles, and he was left to pick up the pieces of his shattered career.",꼬리표 붙다
"After months of planning, they finally decided to name the day for their wedding.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After months of planning, they finally decided to name the day for their wedding. It was going to be a small, intimate affair, with only close friends and family in attendance. They had chosen a beautiful venue overlooking the ocean, where they would exchange their vows and promise to love and cherish each other for the rest of their lives. The excitement was palpable, and they couldn't wait to start their new life together.",날 잡다
"After all the bills were paid, I was left with next to nothing in my bank account.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After all the bills were paid, I was left with next to nothing in my bank account. I had to take out a second mortgage on my house to cover the remaining expenses, and now I'm drowning in debt. It's a never-ending cycle of financial stress and anxiety that keeps me up at night, wondering how I'll make ends meet next month.",한 줌도 못 되다
"She reminded herself that no pain, no gain as she pushed through the last few miles of her marathon training.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She reminded herself that no pain, no gain as she pushed through the last few miles of her marathon training. Sweat dripped down her face, and her legs screamed in protest, but she refused to give up on her goal of crossing the finish line in under four hours. Every step felt like a victory, every breath a testament to her hard work and dedication. She was a warrior, a force to be reckoned with on the roads and trails of the world.",눈을 떠야 별을 보지
"The old car sat in the driveway for years, no use to man or beast.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The old car sat in the driveway for years, no use to man or beast. It was a relic of a bygone era, a reminder of simpler times when life moved at a slower pace and the air was fresh and clean. But now, it was nothing more than a hunk of junk, taking up valuable space and collecting dust and cobwebs. The owner had long since given up on restoring it to its former glory, and it had become a permanent fixture in their",흑싸리 깝대기
"She announced her resignation without batting an eye, as if it were just another routine day at the office.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She announced her resignation without batting an eye, as if it were just another routine day at the office. It was a bold move, one that left everyone in the department stunned and scrambling to fill the power vacuum she had left behind. Her departure marked the end of an era, and everyone knew that things would never be the same again.",쓰다 달다 말이 없다
"I would never go bungee jumping, not in a million years!","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

I would never go bungee jumping, not in a million years! The thought of jumping off a bridge with nothing between me and the ground but a piece of rubber makes me shudder. I'll stick to safer activities, thank you very much!",기암절벽 천층석이 눈비 맞아 썩어지거든
I think he’s not playing with a full deck if he thinks he can outrun a police car.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

I think he’s not playing with a full deck if he thinks he can outrun a police car. I mean, come on, it’s just a matter of time before they catch up to him and put him behind bars.",흘게 빠지다
Fixing that leaky faucet was nothing to it; I did it in less than ten minutes!,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

Fixing that leaky faucet was nothing to it; I did it in less than ten minutes! Now the whole bathroom is sparkling clean, and I can finally relax in the tub without worrying about water splashing everywhere.",주먹으로 물 찧기
"Since the deadline is approaching, I've been feeling on edge all week.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

Since the deadline is approaching, I've been feeling on edge all week. My boss has been breathing down my neck, reminding me that the project needs to be completed by the end of the month. I know I can do it, but the pressure is mounting, and I'm starting to doubt myself. Maybe I should take a deep breath and focus on the task at hand, rather than worrying about the looming deadline.",뒤웅박 신고 얼음판에 선 것 같다
I was on pins and needles waiting for the final exam results to be posted.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

I was on pins and needles waiting for the final exam results to be posted. I had studied hard and was confident that I would pass with flying colors, but I couldn't shake off the feeling of uncertainty that lingered in the back of my mind. When the results were finally posted, I was overjoyed to see my name on the list of students who had passed with distinction. It was a moment of pure elation, and I knew that all my hard work had",간이 조마조마하다
"After receiving the promotion, she felt on top of the world.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After receiving the promotion, she felt on top of the world. Her hard work and dedication had finally paid off, and she was ready to take on the new challenges ahead. She was confident that she had the skills and expertise to excel in her new role and make a meaningful contribution to the company's success.",잔치날에 큰상 받는 기분
"In our department, the manager’s word is law, so we have to follow his instructions without question.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

In our department, the manager’s word is law, so we have to follow his instructions without question. It’s not ideal, but it’s the way things are done around here, and if you want to keep your job, you need to toe the line and do as you’re told.",칼자루 잡다
"When she got accepted into her dream university, she was over the moon.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When she got accepted into her dream university, she was over the moon. She had worked so hard for this moment, and now it was finally hers to enjoy. Her parents were beaming with pride as they hugged her tightly, tears of joy streaming down their faces. It was a moment she would cherish forever, a reminder that all her hard work had paid off in the best possible way.",입이 가로 터지다
I was heartbroken when I heard that my childhood pet had passed away.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

I was heartbroken when I heard that my childhood pet had passed away. It had been with me through thick and thin, and I couldn't bear the thought of living without it by my side. I decided to take some time off work to grieve and reflect on the good times we had shared. As I sat alone in my apartment, surrounded by memories of our adventures together, I felt a sense of peace wash over me.",한 줌 재가 되다
"After battling the illness for so long, he finally pegged out last night.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After battling the illness for so long, he finally pegged out last night. It was a long and arduous fight, but in the end, his body just couldn't keep up with the demands of the disease. His family was by his side the whole time, holding his hand and whispering words of encouragement as he slipped away into the great beyond.",한 줌 재가 되다
His dream of retiring on a private island is just a pie in the sky idea.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

His dream of retiring on a private island is just a pie in the sky idea. He's been working non-stop for the past five years to save up enough money to make it happen, but he's starting to lose hope. His boss is breathing down his neck to meet the quarterly targets, and he knows that if he doesn't deliver, he'll be out of a job in no time.",여물 안 먹고 잘 걷는 말
"By ignoring the safety protocols, he was really playing with fire at the construction site.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

By ignoring the safety protocols, he was really playing with fire at the construction site. His carelessness was a ticking time bomb, waiting to unleash a disaster on the unsuspecting workers and innocent bystanders nearby. It was only a matter of time before his recklessness caught up with him, and when it did, the consequences would be catastrophic and far-reaching, affecting not just his own life but also the lives of those around him.",칼 물고 뜀뛰기
"After all these years, it’s hard to believe that he’s pushing up the daisies.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After all these years, it’s hard to believe that he’s pushing up the daisies. I still remember the first time I met him, and how he made me feel like I was the only person in the room. He had a way of making everyone feel special, like they were part of something bigger than themselves. His legacy lives on through the countless lives he touched during his time on this earth. Even in death, he continues to inspire and motivate those who knew",한 줌 재가 되다
"When I heard the loud thunder during the storm, I could feel myself quake in my boots.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When I heard the loud thunder during the storm, I could feel myself quake in my boots. I had always been terrified of thunderstorms, and this one was no exception. The flashes of lightning illuminated the dark sky, casting eerie shadows on the walls of my small apartment. It was as if the very fabric of reality was unraveling before my eyes, leaving me feeling small and insignificant in the face of nature's fury.

Ensure any Korean sentence is translated to English, ensuring any",간이 오그라들다
"My grandfather lived to a ripe old age, enjoying his family and travels well into his 90s.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

My grandfather lived to a ripe old age, enjoying his family and travels well into his 90s. He was a kind soul, always willing to lend a helping hand to those in need. His legacy lives on through his children, grandchildren, and great-grandchildren, who continue to carry his values and traditions forward.

Ensure any Korean sentence is translated to English, ensuring any existing or translated Korean sentences are not affected:

그의 할머니는 늦었다.,그녀는",검은 머리 파 뿌리 되도록
"After struggling with the difficult puzzle for hours, I finally had to say uncle and ask for help.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After struggling with the difficult puzzle for hours, I finally had to say uncle and ask for help. My friend, who was an expert in cryptography, was able to decipher the code in just a few minutes, revealing a hidden message that changed everything we thought we knew about the project.",무릎 꿇다
"After the argument, the group decided to send him to Coventry for a while.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After the argument, the group decided to send him to Coventry for a while. He was left to stew in his own juices, wondering what he had done wrong and how he could make things right between them. It was a difficult time for him, but he knew he needed to take responsibility for his actions and make amends with his friends.",헌 정승만치도 안 여긴다
"After receiving the news of her promotion, she was in seventh heaven for days.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After receiving the news of her promotion, she was in seventh heaven for days. She had worked hard for this moment, and it was a testament to her dedication and perseverance. Her colleagues were all thrilled for her and couldn't wait to celebrate with her at the office party next week. As she sat at her desk, basking in the glow of pride and accomplishment, her mind began to wander to all the exciting projects she would tackle in her new role.",잔치날에 큰상 받는 기분
"When I heard that loud noise in the middle of the night, I couldn't help but shake in my boots.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When I heard that loud noise in the middle of the night, I couldn't help but shake in my boots. It sounded like someone was trying to break into the house, and I was on high alert, ready to call the police at a moment's notice. Luckily, it turned out to be nothing more than a stray animal that had wandered into our backyard, causing all the commotion. I breathed a sigh of relief and went back to bed, grateful that everything was okay",간이 오그라들다
She was shaking in her shoes before going on stage to give her speech.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She was shaking in her shoes before going on stage to give her speech. Her hands were sweating, and she could feel her heart pounding against her chest. She took a few deep breaths, trying to calm herself down, but she couldn't shake off the feeling of nervousness that had been building up inside her all day. As she stepped onto the stage, the bright lights blinded her for a moment, causing her to stumble slightly before regaining her footing. The audience erupted",뒤웅박 신고 얼음판에 선 것 같다
"After a long battle with illness, she finally shuffled off this mortal coil, leaving behind cherished memories.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After a long battle with illness, she finally shuffled off this mortal coil, leaving behind cherished memories. It was a bittersweet victory, as she had fought so hard to stay with us, but in the end, her weary body just couldn't keep up the fight. We will miss her dearly, and her absence will leave a gaping hole in our lives, a constant reminder of the fragility of life.",한 줌 재가 되다
"After that long hike, I fell into bed and slept like a log all night.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After that long hike, I fell into bed and slept like a log all night. I woke up feeling refreshed and rejuvenated, ready to tackle the day ahead.",발 뻗고 자다
"After a long day, I finally tucked in my kids and wished them to sleep tight.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After a long day, I finally tucked in my kids and wished them to sleep tight. Tomorrow would be another busy day at the office, but for now, it was time to relax and unwind with a nice cup of tea and a good book. As I settled into my favorite armchair, the soft cushions cradled my weary body, and I let out a deep sigh of relief. It was moments like these that reminded me of the importance of self-care and taking time",발 뻗고 자다
"She may not be the fastest runner, but she believes that slow and steady wins the race during the marathon.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She may not be the fastest runner, but she believes that slow and steady wins the race during the marathon. As she crosses the finish line, she feels an overwhelming sense of pride and accomplishment, knowing that all her hard work paid off.",돌 뚫는 화살은 없어도 돌 파는 락수는 있다
"When he heard the news of the betrayal, he was so furious he felt like he could spit blood.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When he heard the news of the betrayal, he was so furious he felt like he could spit blood. He had trusted her with his life, and she had repaid him by stabbing him in the back. Now, she was gone, vanished into thin air, leaving him to pick up the pieces of his shattered heart.",이 갈리다
"The coffee shop is just a stone's throw from my office, making it the perfect place for a quick break.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The coffee shop is just a stone's throw from my office, making it the perfect place for a quick break. I grab a cup of coffee and sit down at a small table by the window, watching the hustle and bustle of the city go by. It's moments like these that remind me why I love living in this vibrant metropolis. The sounds of laughter and chatter fill the air, mingling with the aroma of freshly baked pastries wafting from the kitchen",엎드러지면 코 닿을 데
That tea leaf swiped my phone while I wasn't looking!,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

That tea leaf swiped my phone while I wasn't looking! I was in the middle of a heated argument with my best friend, and now I have to deal with the consequences of her snooping around my private messages. I swear, I'm going to lose my mind if I don't get to the bottom of this drama soon!

Ensure any Korean sentence is translated to English, ensuring any existing Korean sentences are not duplicated:

그녀는 내 휴대폰을 훔",밤이슬 맞는 놈
"She reflected on her adventures during the vale of years, cherishing the memories of her youth.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She reflected on her adventures during the vale of years, cherishing the memories of her youth. Her heart was filled with gratitude for the love and support she had received from her family and friends throughout her life. She knew that she would always carry their love with her, no matter where life took her next.",검은 머리 파 뿌리 되도록
She threw a wobbly when she found out that someone had borrowed her favorite dress without asking.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She threw a wobbly when she found out that someone had borrowed her favorite dress without asking. It was the last straw, and she was fed up with being treated like a doormat by her so-called friends.",이 갈리다
"After trying for hours to fix the car, I finally decided to throw in the towel and call a mechanic.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After trying for hours to fix the car, I finally decided to throw in the towel and call a mechanic. It was a long shot, but I was desperate to get back on the road before the deadline for the project was looming over me like a sword of Damocles.",무릎 꿇다
"After months of trying to fix the old car, I finally decided to throw in the towel and buy a new one.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After months of trying to fix the old car, I finally decided to throw in the towel and buy a new one. It was the best decision I ever made, as the new car has been running smoothly ever since.",무릎 꿇다
She was tickled pink when she found out she got the job she had always wanted.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She was tickled pink when she found out she got the job she had always wanted. It was a dream come true, and she couldn't wait to start her new life in the big city.",입이 가로 터지다
"The donations were appreciated to a man, as everyone stepped up to help those in need.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The donations were appreciated to a man, as everyone stepped up to help those in need. It was a true testament to the community's spirit of kindness and generosity, and everyone felt proud to be a part of it.",너 나 할 것 없이
"She invested in her education to the hilt, taking extra courses and attending every workshop available.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She invested in her education to the hilt, taking extra courses and attending every workshop available. Her hard work paid off when she landed her dream job at a top tech firm, where she quickly rose through the ranks to become one of the company's top performers.",될 수 있는 대로
I cranked the volume up to the max during the party to get everyone in the mood.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

I cranked the volume up to the max during the party to get everyone in the mood. We danced the night away, laughing and singing along to our favorite tunes. It was truly a night to remember, and I'm so grateful to have shared it with my closest friends and family.",될 수 있는 대로
"He pursued his passion for painting to the nth degree, dedicating every spare moment to perfecting his craft.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

He pursued his passion for painting to the nth degree, dedicating every spare moment to perfecting his craft. His hard work paid off when he landed a solo exhibition at a prestigious gallery, catapulting him into the spotlight as a rising star in the art world. Critics raved about his bold brushstrokes and vibrant colors, hailing him as the next big thing in contemporary art. As his fame grew, so did his bank account, allowing him to live the high life",될 수 있는 대로
"She doesn't like to toot her own horn, but her artwork has been featured in several galleries.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She doesn't like to toot her own horn, but her artwork has been featured in several galleries. It's a testament to her hard work and dedication to honing her craft.",구렁이 제 몸 추듯
I can't believe the missing keys were right under my nose the whole time!,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

I can't believe the missing keys were right under my nose the whole time! If I had just taken a closer look, I would have found them in seconds. Now I'm running late for work, and my boss is going to kill me when I walk in the door. I swear, sometimes I feel like I have two left feet when it comes to finding things around the house. Maybe I should just stick to my day job and leave the detective work to the pros.",엎드러지면 코 닿을 데
"After his involvement in the robbery, he found himself up the river for ten years.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After his involvement in the robbery, he found himself up the river for ten years. During that time, his family struggled to make ends meet, but they never gave up hope that he would one day return to them. When he was finally released from prison, they welcomed him back with open arms, eager to rebuild their shattered lives together. Despite the challenges they faced, their love for each other only grew stronger, a testament to the enduring power of family bonds.",콩밥 맛을 보다
"In her vale of years, she often fondly reminisced about the adventures she had in her youth.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

In her vale of years, she often fondly reminisced about the adventures she had in her youth. She had traveled to distant lands, climbed towering mountains, and crossed scorching deserts in search of hidden treasures and ancient wisdom. Her heart still yearned for the thrill of discovery and the rush of adrenaline that came with exploring the unknown. Though her body was no longer as agile as it once was, her mind remained sharp and curious, always seeking out new knowledge and",검은 머리 파 뿌리 되도록
"One moment he was standing there, and the next he seemed to vanish into the air.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

One moment he was standing there, and the next he seemed to vanish into the air. It was as if he had never been there at all, leaving behind only the faintest whisper of his presence. His disappearance was so sudden, so complete, that she was left staring at the empty space where he once stood, wondering if she had imagined the whole thing. Was it all just a product of her fevered imagination, a desperate attempt to cling to reality in the face of",단 가마에 눈 녹듯하다
