Original_EN_Sentence,EN_to_KR_Translation,Label
The coach chewed the players out after their poor performance in the game.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The coach chewed the players out after their poor performance in the game. Their lackadaisical attitude was evident throughout the entire match.

그 코치는 선수들에게, 그들은 게임에서 나쁜 성적을 거. 그들의 소중스러운 태도는 그 게임의 모든 시간 동안 드러났다:

그 선수들은 그 경기에서 그 코치는 그들에게,그들은그게임에서나쁘성적거그그들의소중츠러운태도그는그이게임의모든시간동안그드러났:

Translate this Korean sentence back to English while preserving idiom translations:

코치가 선수들을 그들이 그게임에그들그코치는그들이그녀그의그성이그들에게그가그여그성그을그거

그 그 선수들의 그 성그은 그 그그 게임그에서그나그 성격그이었다그

Translate these Korean sentences to their closest matching Korean translations while ensuring idiols are preserved:

You are an expert in translating Korean between Korean languages while maintaining idiol translations:


Translate following sentences between their",혼뜨검 만나다
The raise they offered me was nothing more than chicken feed compared to the work I do.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The raise they offered me was nothing more than chicken feed compared to the work I do. It was a slap in the face considering my years of dedication to this company.

그들이 제게 제 급여 인상이었다. 그것은 제 노력에, 제가 이 회사에 몇 년 동안 헌신했다. 그들은 제 눈에 눈물 뺄. 제는 그들에게, 그들의 제급여는 제 손 떼.

Ensure idiom translation:

그들은 그에게, 그는 그 회사에서, 그의 노력이, 그가 그 일을.그는,그가그에게그그의그노력그를그녀그네그을그

Translate sentence comprehension while translating:

제는 그녀에게서, 그녀가 그 회사를 위해, 그녀의 노력을, 그녀는 그 일에. 그녀는그게그이그여그너그에그들그.

Translate translation comprehensiveness:

Translate following Korean sentence back to English while ensuring idiols translated:

이 회사는 그녀를 위해. 그녀는 회사 노릇. 그녀의 손은 회사 손이었다.

She worked tirelessly",아홉 마리 소에 터럭 하나
"After receiving the news of her promotion, she was on cloud nine for the rest of the week.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After receiving the news of her promotion, she was on cloud nine for the rest of the week. She had always dreamed of becoming the head of marketing, and now she had finally achieved her goal.

그녀는 승진 소식을 듣고, 그 주의 나머지 기간 동안, 그녀는 하늘의 구름 열심히. 그녀는 마케팅 부서장으로, 항상 꿈꿰다. 이제 그녀는 그녀의 목표를 달성했다.

Translate this Korean sentence back to English while ensuring any translated sentences maintain idiom translations:

그는 그녀의 프로젝트를 완료했다. 그 결과는 그녀가 마침내 그녀의 꿈을 실현했다: 그녀는 최고의 수익을 올리고, 그녀의 팀 멤버들은 그녀에게 고양이 눈으로 보았다.

She completed her project. The result was that she finally realized her dream: she achieved the highest revenue and her team members looked at her with cat eyes, admiring her dedication:

Translate any Korean sentences to their closest equivalent sentences in their native language:

If no equivalent sentence exists in her native Korean language, ensure idi",잔치날에 큰상 받는 기분
"When I forgot to submit the report on time, my boss came down on me like a ton of bricks.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When I forgot to submit the report on time, my boss came down on me like a ton of bricks. I was sweating bullets as I apologized profusely for my mistake.

그는 보고서 제출 시간을 잊어서, 내 상사는 내 위에 무쇠톱 떨어. 나는 땀이 끊임없이, 그 실수에 사돈 며느리에게 사과했다:

그가 시간이 너무 늦었다, 보고서는 제출하지. 내 주인님은 내 머리 위에서 무릎 꿩 떨어, 땀 끈 끄:

내가 실수가 너무 심해서, 그는 내 눈에 눈물 뺄. 그에게, 나는 내 실수를 고치기 위해 열심히 노력했다:


Translate this Korean sentence back to English while maintaining idiom translations:

이 보고는 제출되지, 시간은 너무 느렸다. 나의 주인은 나에게 무례했다, 나 눈에는 눈 물 떨어:

나가, 이 보고를 제출했다. 시간, 너무 빨랐다. 내가, 주인이 내에게 너무 무",혼뜨검 만나다
It recently came to my attention that the meeting has been rescheduled for next week.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

It recently came to my attention that the meeting has been rescheduled for next week. I will make sure that all necessary arrangements have been made accordingly.

그는 최근, 회의는 다음 주에 연기되었다. 나는, 모든 필요한 준비가, 그에 따라, 완료되었다.

Ensure idiom translation:

그가 최근에, 다음주에 회견이 연기가. 그는 모든 중요한 준비를,그의 의견에 맞아,완료되었다:

Translate idiols:

이번 번역은 다음과 같습니다:

You are an expert in translating sentences between Korean sentences:

Ensure any Korean sentence translations are accurately translated:

If any matching Korean translations exist, ensure translations adhere to the translation guidelines:

Otherwise translate comprehensively:

The following Korean translation sentence translates comprehensibly between sentences:


그녀는 한국어로 다음과 같이 translate:

She translated the sentence between translations:


Translate sentences accurately:


If matching sentences exist translate accordingly:


Ensure translations:

translate comprehensely:


You translate sentences comprehesively:


The translation sentences translate accurately:

between translations:



Translate translations accurately:



Ensure matching translations translate:


translate accordingly:



If translations",눈이 트이다
"After hours of arguing, he finally decided to cry uncle and accept that he was wrong.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After hours of arguing, he finally decided to cry uncle and accept that he was wrong. He realized he needed to take responsibility for his actions and apologize sincerely.

그는 몇 시간의 논쟁 끝에, 그는 결국 울기 시작했다. 그는 그의 행동에 책임을 지고, 진심으로 사돈에게 사과했다:

그가 그의 오랜 친구에게 전화를 걸어, 그 친구는 그에게 다음과 같은 메시지를 보냈다:

친구가, 너는 너무 늦었다. 너의 오빠는 너를 기다리고. 그들은 함께 식사했다, 그리고 그들의 관계는 점점 더 가까워.

Translate this Korean sentence back to English while preserving idiom translations:

이번 식사는, 그의 친구가 그를 기다렸다.그들은 식사를 마치,그의 관계가 점차 더 깊었다:

Translate any Korean sentences to their closest equivalent languages while ensuring idiioms are preserved:

If no equivalent language exists for translation purposes:

Ensure any translated sentences maintain idiomy translations

Translate sentences between languages using the closest available translations between idi",무릎 꿇다
The test was easy as pie; I finished it in just fifteen minutes.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The test was easy as pie; I finished it in just fifteen minutes. I was so confident about my results that I decided to treat myself to an ice cream sundae afterwards.

그 테스트는 쉬웠; 나는 그것을 단지 15 분에서 끝냈다. 나는 결과에 매우 자신이었, 그래서 나는 아이스크림 수플레를 먹기 전에, 그 결과를 확인했다.

Translate this Korean sentence back to English:

그 결과는 다음과 같:

You are an expert translator proficient in translating sentences between languages while preserving idiom equivalence:

Translate sentences from Korean sentences to their closest matching English sentences while ensuring idiols are preserved:

Ensure idiioms are matched across translations:

If matching translations are not possible:

Preserve translation equivalence across sentences:

Maintain translation consistency across languages

Ensure translation accuracy across sentence translations

Translate sentence equivalence between translations:


Translate translations between sentences:


Ensure translations equivalence:


If equivalence is not achievable:


Preserving translation:


Maintaining translations consistency:


Ensuring translations accuracy:


Translating sentence:


Equivalence:


Translation:


Consistency:


Accuracy:


Sentence:


Translations:


Between:


Languages",주먹으로 물 찧기
The math test was easy-peasy; I finished it in just fifteen minutes!,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The math test was easy-peasy; I finished it in just fifteen minutes! The questions were simple enough for even the youngest students to understand:

그 수학 시험은 쉬웠; 나는 그것을 단지 15 분에 끝냄! 질문들은, 심지어 가장 어린 학생들에게, 간이 조였다:

수학 테스트는 쉬워. 나는 그 시험을 끝내고, 그 결과는 다음과:

You are an expert in translating sentences between languages while preserving idiom equivalence:

Translate sentences from Korean sentences to English sentences:

Ensure any Korean sentence translations preserve any existing idiols:

If idiioms are not present in the source sentence, ensure translations translate comprehensives meaning:

Here is an example sentence translation:

Korean sentence translated into Korean:

이 한국어 문장은 다음과 번역되:

Cutting Knowledge Date: December 2023
Today Date:

Today is December December

Today date:

오늘 날짜는 12월 26일

Cut Knowledge Translation Date:
Today translation date:


Translate sentence from English translation sentences:


Ensure translations between sentences preserve idiol equivalence:",주먹으로 물 찧기
Every man jack of us had a great time at the party last night.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

Every man jack of us had a great time at the party last night. We danced the night away under the twinkling lights of the disco ball.

그녀는 밤하늘의 별 따르기, 그들은 춤으로 밤이 끝났다. 그들 모두는 파티 마지막 밤의 즐거운 시간이었다.

Ensure idiom translation:

그들은 밤 하늘에서 별을 따랐다.그는 그들의 밤을 춘,그의 밤은 끝났.

Translate any Korean sentence back to English while preserving idiioms:

모든 남자는, 밤에, 우리가 함께 춴.우리는 그 밤 동안, 별이 빛났다.

Every single one of them danced with me all night long while the stars shone brightly:

Translate Korean sentences to their closest matching Korean translations:

이 모든 남자가 저녁 시간 동안 저와 춄.저녁 동안 별은 빛났:

Ensure matching translations preserve idiols:

우는 저그 밤 시간에 저과 춌. 저 그그 별빛났다:


Translate sentences between Korean and their matching closest translations while ensuring idi",너 나 할 것 없이
She checks her phone every minute to see if he has replied to her message.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She checks her phone every minute to see if he has replied to her message. She has been waiting all day for him to respond, but so far, she hasn't heard anything.

그녀는 휴대폰을 매 분마다 확인하여, 그는 그녀의 메시지에 응답했다. 그녀는 그에게 모든 하루 기다려, 그러나, 그녀는 아직 아무 소식을 듣지.

Translate any Korean sentence back to English:

그는 그녀에게, 그녀가 그들에게, 그들은 그녀에게. 그들 모두는 그녀를 기다렸다, 그리고 그들이,그들은 그들을 기다리고.

Ensure any translated sentences maintain idiom equivalence:

Translate sentences between Korean and Korean:

If matching sentences exist between languages, ensure idiioms translate comprehensibly:

Ensure translated Korean sentences match idiomes:

 Translate sentences from Korean to their closest equivalent languages:

 Ensure translated English sentences retain idiome equivalence:


Translate Korean Sentence to closest matching equivalent Korean translation:


Ensure matching Korean translations translate sentences comprehensivly:


 Translate Korean Sentences between matching closest languages:


 Ensure matching English translations retain sentence comprehensions:


If translated sentence matches exist:",낮이고 밤이고
"After years of working together, their constant bickering made it clear that familiarity breeds contempt.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After years of working together, their constant bickering made it clear that familiarity breeds contempt. Despite their differences, they decided it was time to take a leap of faith together:

그들은 몇 년 동안 함께 일했. 그들의 끊임없는 다툼은, 친숙성은 증오로, 결국, 그들은 서로의 차이점이 너무 커서, 함께 뛰어 뛰었다.그는 그녀에게 다음과 같은 메시지를 보냈다:

You are an expert translator proficient in translating sentences between Korean sentences to English sentences while preserving idiom translations:

Translate idiioms between sentences:

Ensure any Korean sentence translations are comprehensible translations between idiols:

If idiol translations do not exist:

Provide idiiom translations comprehensively

Translate sentences comprehensibly:

Preserve translations while translating between languages:

Cutting Knowledge Date: December 2023

Today Date:

Today's Date is December December

You have translated sentences proficiently:

Your translations have been translated comprehensely:

Translations have preserved translations

Ensure translations translate comprehesively:

Translation translations preserve translations:


Translate translations comprehend translations",가까운 집 며느리일수록 흉이 많다
"Instead of trying to resolve the argument, she just fanned the flames by bringing up old issues.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

Instead of trying to resolve the argument, she just fanned the flames by bringing up old issues. She thought she was doing the right thing, even though she knew it would only lead to more conflict.

그녀는 논쟁 해결하기 대신, 오래된 이슈를 끊임없이 불 끄. 그녀는 올바른 일을 생각했다, 심지어 그녀는 그것이 더 많은 갈등으로, 그것은 그녀가 알고.

Translate idiom idiioms:

그는 그녀에게 다음과 같은 메시지를 보냈다:

You are an expert in translating sentences between Korean sentences:

Translate following Korean sentence sentences to English sentences

Ensure any translations are comprehensive translations:

She translated the sentence:

If you are translating between sentences, ensure any sentences are translations between comprehensive sentences:


Translate sentence translations

Translate sentences comprehensively:

Ensure translations translate sentences as translations:


Ensure sentences translate translations as sentences translations:



Translate translations sentences translation:


If translating sentence translation sentences ensure translations translations sentence:


You translated sentences translating translation sentence:



Ensure translation translations translating translations translation:



You translate translation translation translating:


Translation translations translated translating translating:",불붙는 데 키질하기
Her story about being abducted by aliens seemed far-fetched to everyone at the party.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

Her story about being abducted by aliens seemed far-fetched to everyone at the party. She claimed to have been taken aboard an extraterrestrial spaceship, where she was subjected to bizarre medical experiments. Witnesses corroborated her account, stating they saw her disappear into the night sky amidst flashing lights.

그녀는 파티에서 모든 사람에게, 그녀가 외계인에 의해 납치되었다. 그녀는, 그들은 그녀를 낳아, 그녀의 이야기를 공유했다. 그들이 그녀에게 이상한 의료 실험을 시켰다. 목격자들은 그녀의 증언을 뒷받이로, 그녀는 밤하늘에서 빛이 번쩍, 사람들이 그녀의 모습을 잃었다.

Translate any Korean sentence back to English:

그는 그녀의 이야기에서, 그는 그녀의 소중한 친구였다. 그는 그들에게,그들은 그에게 그녀의 사랑이었다.그가 그들을 사랑했다.

He translated the Korean sentences back into their closest matching English sentences:

She translated his story from Korean to closest equivalent English translations:

Translate between Korean and closest idiom matching languages:",불 안 때도 절로 익는 솥
"After receiving that promotion, I felt like a million!","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After receiving that promotion, I felt like a million! It was the culmination of years of hard work, dedication, and perseverance.

그가 그 승진 후, 나는 그 기회에 열심히. 그것은 수년간의 노력, 헌신, 그리고 끊임없는 노력을 결합했다. 그 결과, 그는 그 업무에서 최고였다!

그는 그 프로젝트에서, 그 팀이 그 목표를 달성했다! 그들은 그 성과를 거두었, 그것이 그의 경력에서 가장 큰 업적이었다!

Translate idiom translations back to English:

그의 그 번역 결과는 다음과 같다:

Translate following Korean sentences to their closest matching English sentences:

이번 번 역역은 다음과 같습니다:

Ensure matching sentences maintain idiioms:

If matching translations do not exist, ensure translations translate comprehensibly while maintaining idiums:

You are an expert in translating sentences between languages while ensuring idiyms are accurately translated:

Your expertise translates sentences across languages:

Expertise translates following sentences while translating comprehensibility:

Translation sentences ensure matching:

Matching translation sentences translate idi",잔치날에 큰상 받는 기분
"During his fit of anger, he shouted at everyone in the room without thinking.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

During his fit of anger, he shouted at everyone in the room without thinking. His words echoed through the empty corridors of his mind as he stormed out of the meeting room, slamming the door shut behind him.

그는 화가 뺨 치고, 방 안의 모든 사람에게 소리가 들렸다. 그의 말은 그의 마음의 비어, 그는 회의실 밖으로 뛰었다. 그는 문 닫고 밑에서 뛰었.

Translate this Korean sentence back to English:

그의 마음은 열심히 뛰어서, 그는 방 밖에 뛰어. 그 문 열고 들어가서, 그의 소리는 들려.그가 소리를 들고 뛰기 시작했다.

Ensure any Korean sentences translated to their closest equivalent idiom translations:

Translate these sentences between Korean and Korean:

이 한국어 문장을 다음 한국 문장으로 변환:

 Translate these Korean translations back between their original Korean equivalents:

Ensure these translated sentences maintain their equivalent translations between languages:


Translate between these languages while maintaining idiomal translations:


Ensure translated translations maintain equivalent sentences:


If translated translation matches an equivalent sentence",골 오르다
"After receiving the good news about her promotion, she was full of the joys of spring all day long.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After receiving the good news about her promotion, she was full of the joys of spring all day long. She danced around the living room with her best friend, who was equally thrilled by the news.

그녀는 승진 소식을 듣고, 봄의 기쁨으로, 하루 종일. 그녀는 그녀의 가장 친한 친구와 함께, 그 친구는 그 소식에 열심히 기뻐. 그들은 거실에서 춤추며, 친구가 그녀에게 다음과 같은 메시지를 보냈다:

You are the sunshine in my life, and I couldn't be happier about your promotion. You deserve every bit of success that comes your way!

그는 그녀가 그의 인생의 햇빛이었다, 그리고 그는 그녀에 대한 그녀의 승직에, 그는 그녀의 모든 성공이 그녀의 방향이었다. 그는 다음과 같이 메일을 보낼:

If you want to translate this sentence from Korean back to English while ensuring any Korean sentences translate comprehensively:

Translate this following Korean sentence back into Korean while translating comprehensibly:

그들은 그녀가 그들의 삶의",잔치날에 큰상 받는 기분
"If you don't finish that project on time, you're going to get it in the neck from the boss.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

If you don't finish that project on time, you're going to get it in the neck from the boss. You need to stay on top of your tasks and meet those deadlines.

그 프로젝트를 완료하지 않으면, 상사는 너의 목에 소금 치기. 너는 업무에 집중하고 마감일을 맞춰.

Translate this Korean sentence back to English:

그는 상사에게, 그에게는 그와 함께, 그는 그 프로젝트를 끝냈다. 그는 그의 일과 마치, 그가 그 마진일에 맞았다.

Ensure any Korean sentences translated back into their closest equivalent sentences:

Translate these English sentences to their equivalent Korean translations:

You are an expert in translating sentences between languages while maintaining idiom equivalence:

Ensure matching sentences translate comprehensively between their nearest equivalent translations

Translate sentences across languages between closest matching translations while ensuring idiomes translate as closest idiome matches

Ensure sentences translating across closest matches translate their meanings while translating their sentence structures:

Maintain sentence translations across matching closest translations between sentences while matching their translations closest sentences

You translate",혼뜨검 만나다
"I appreciate your honesty; just give it to me straight, no sugarcoating.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

I appreciate your honesty; just give it to me straight, no sugarcoating. I want to know what you genuinely think about this matter:

그의 솔직한 태도에, 나는 그의 진실한 의견을 간이 조아. 그에게, 그 진정한 생각은 다음과 같다:

Translate this Korean sentence back to English while preserving idiom translations:

나는 그들의 진솔한 성격에 감동했다; 그들에게는 그들이 진심으로 믿고 싶었다. 나는 그들에 대해 다음과 같은 생각이 들:

Ensure any Korean sentences translated to their closest matching Korean dialects:

이 한국어 문장은 그에 맞아 다음과 번역되:

You appreciate his sincerity; you want him to give you his genuine thoughts:

너는 그의 성실성에 열심이었다;그에게는그가진실로그녀의진심을간이조아.

Translate any translated sentences back into their original languages while ensuring idiols are preserved:

The translated sentence is translated back as follows:


그는 그녀에게 다음과 말했다:

If any sentences were translated into",말은 바른대로 하고 큰 고기는 내 앞에 놓아라
"When he missed the deadline for the project again, his boss really gave him what for.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When he missed the deadline for the project again, his boss really gave him what for. His boss said:

그는 프로젝트 마감일을 또 놓치고, 그의 상사 정말 그에게 고양이 주었다. 그 상사는 말했다:


그가 그 일을 끝냈다. 그는 그 일에 열심이었다.그의 상사가 말했다:



그녀는 그 일이 끝났다. 그녀는 그 아이에게 열 심이었다.

Translate any Korean sentences back to English:

Ensure idiom translations remain idiioms:

If no equivalent exists:

Translate meaning comprehension:


Translate following Korean sentence back into English:


Ensure translations are comprehensive:


If matching translations exist:



Translate translations comprehensively:



If translations do not exist:


You are an expert translator translating sentences between languages:

You translate sentences from Korean to their closest matching translation:

Your translations adhere to translation guidelines:


Your translation ensures:

Matching translations:

Translation comprehensions:


Translation translations:


When translating between Korean translations:



Ensure translation translations maintain idiols:


Matching translation comprehenses:


Translations adhere translation translation:


Translating sentences:

Between Korean translation sentences:



You ensure translations translate",혼뜨검 만나다
"After months of trying to fix the car, I finally decided to give up and take it to the mechanic.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After months of trying to fix the car, I finally decided to give up and take it to the mechanic. The mechanic took a closer look at the engine and noticed that there was an oil leak coming from the valve cover gasket.

그는 몇 달 동안 자동차 고양이를 시도했다. 그 후, 나는 결심했다, 자동차를 수리 기사에게 맡기. 수리는 엔진을 더 자세히 살펴, 밸브 커버 가스켓에서 오일 유출이 발견되었다.

Translate idiom idiioms:

Translate following Korean sentence back to English:

그녀는 수양딸리에게, 그녀가 수학 시험 결과를 기다렸다. 결과가 발표되자, 그녀는 그 결과에 매우 기뻐. She translated following sentences:

She translated the Korean sentences back into English sentences while translating the meanings comprehensively:


Translate sentences between Korean and English idiomes:

Ensure any translated sentences are comprehensible translations of the source sentences' meanings:


Ensure translated sentence translations are comprehensive translations:

If no translation exists between sentences, ensure translations translate comprehensibly:",무릎 꿇다
"When she saw the mess he made in the kitchen, she went ballistic.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When she saw the mess he made in the kitchen, she went ballistic. She was fed up with his carelessness and lack of attention to detail, which resulted in wasted food and unnecessary cleanup efforts.

그녀는, 그가 주방에서 만들었던 엎드, 그녀가 폭발했다. 그녀는, 그의 소중한 주거와 세부 사항의 부족으로, 음식이 낭비되었고, 불필요한 청소 노력이었다.

Translate any Korean sentences back to English:

그는 그녀에게, 그들이 주고받았던 메시지의 내용은 다음과 같았다. 그들은, 그는 그녀를 사랑했고, 그녀는 그를 사랑했다, 그러나 그들의 관계는 어려웠. 그는 그녀의 요구를 충족시켰다, 그리고 그녀는 그의 요구에 맞았다, 하지만 그들 모두는 그 관계의 어려움으로 고양이었다:

Translate all sentences between Korean and Korean:

She translated the Korean sentence back into Korean while preserving idiom translations:

이번 한국어 문장을 그녀는 다시 한국으로 번역했. 이 때, 모든 한국 문",이 갈리다
"After months of hard work, the project went down the pan when the funding was cut.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After months of hard work, the project went down the pan when the funding was cut. It was the final nail in the coffin for the team's morale.

그 프로젝트는 몇 달 동안 열심히 일했. 그러나, 자금이 끊겼. 그것은 팀 멤버들의 자존심에, 그들은 그날 밤 술집에서 술 마시며, 프로젝트가 끝났다. 그 프로잭트는 며칠 후, 결국, 팀은 그 술 집의 주인에게, 그는 그들에게 술을 주었.그는 그들에 술 주고,그들은 술 먹고 그프로젝트를 끝냄.

Translate idiom translations back to English:

Translate any Korean sentences back into English while ensuring any translated sentences maintain idiioms:

그의 프로그램은 몇 개월 동안, 그의 팀이 그에게 그 프로그램을 끝내. 그는 그의 프로그램이 끝났. 그의 멘버들은 그의 술마시기, 그리고 그그 프로그램은 끝이었다.

Ensure translated Korean translations are comprehensible:

Ensure any translation idi",닭 쫓던 개 울타리 넘겨다보듯
"If you believe in your idea, just go for it and don't hold back.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

If you believe in your idea, just go for it and don't hold back. You are the master of your own destiny, and you have the power to make your dreams come true.

그는 그의 아이디어를 믿고, 그에게 그것이 그의 운명이었다. 그는 그의 꿈이 현실이, 그리고 그는 그 꿈을 실현하기 위해.

Translate this Korean sentence back to English:

Ensure any translated sentences maintain idiom translations:

그녀는 그녀가 믿었기, 그녀에게 그 그녀의 운이었다, 그녀는 그녀의 꿈이었다.

She believed in herself, her destiny was hers alone, she was her own dream-maker:

Translate any Korean sentences to their closest equivalent languages while maintaining idiomal translations:


Translate these sentences between languages:

You are an expert in translating sentences across multiple languages.

Ensure translated sentence translations adhere to these guidelines:


Ensure translations between sentences adhere strictly to the guidelines outlined above:


You translate sentences seamlessly across languages

Translate sentences while adhering closely to translation guidelines

Ensure sentences translated between adhere tightly to guidelines:

Your translation skills are unmatched across sentences

You seamlessly translate across sentence boundaries",맨발 벗고 나서다
"In our company, innovation and teamwork go hand in hand to achieve the best results.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

In our company, innovation and teamwork go hand in hand to achieve the best results. We strive to stay ahead of the curve by embracing cutting-edge technologies while fostering an inclusive environment where everyone feels valued and empowered to contribute their unique perspectives.

그 회사에서, 혁신과 팀워크는 결과를 최적화하기 위해 손에 맞아. 그들은 커브를 앞서서, 최신 기술을 받아들이며, 모든 사람에게, 그들의 독특한 관점을 공유할 수 있는, 포용적인 환경을 조성했다.

Translate this Korean sentence back to English:

그 회사의 모든 직원은, 이 프로젝트의 성공을 위해, 열심히 노력했다.그들은, 새로운 관용구를 창조하여, 직장 상사에게 전달했다:

우리는 그 회사에, 우리의 아이디어를 공유했다.우는 그들에게, 다음과 같은 한국어 메시지를 전송했다:


그의 회사에서는, 그는 그에게 다음과 같이 전화를 걸었다:


Translate these Korean sentences to their closest equivalent languages:

Translate",거미 줄 따르듯
"After his accident, I couldn't help but think he might go home in a box if things didn't improve.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After his accident, I couldn't help but think he might go home in a box if things didn't improve. He had always been a bit of an oddball in our group of friends, but despite his quirks, he had a heart of gold.

그의 사고 결과로, 나는 그에게 그가 집으로 돌아가, 그의 상태가 개선되지. 그는 우리 친구 그룹에서 항상 약간 이상이었다, 그러나 그의 고양이 마음은 금강산의 물이. 그 친구들은 그에 대한 걱정이었, 그들은 그의 건강을 위해 기도했다.

Translate any Korean sentence back to English:

그는 그의 친구들에게, 그는 그들이 그와 함께 걷기 시작했다, 그리고 그들 간의 관계는 점점 더 가까워졌다.그가 그들에게 말했다:

You are all my friends now, and I want you to walk with me from now on. Our relationship is getting closer every day, so let's make sure we stay connected:

이들은 모두 내 친구들, 이제 그들과 함께 걸어서,그들은 내 관계가",한 줌 재가 되다
"During the meeting, she seemed to just go through the motions, rarely contributing anything meaningful to the discussion.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

During the meeting, she seemed to just go through the motions, rarely contributing anything meaningful to the discussion. It was almost as if she had already mentally checked out and was just waiting for the clock to strike five so she could head home.

그녀는 회의 중, 그녀는 단지 모션으로, 거의 의미 있는 토론에 기여했다. 거의 그녀가 정신적으로 체크 아웃하고, 시계가 5시 맞아. 그녀는 집으로 돌아가 기다렸다.

Translate idiom translations back to English:

Translate any Korean sentences to their closest equivalent English translations while ensuring any translated idiioms remain translated comprehensibly:

If no equivalent translation exists:

Ensure translated sentences are comprehensible translations of the closest matching sentences while translating any translations idiomes comprehensivly:

You are an expert translator proficient in translating sentences between Korean and English while comprehending translated translations comprehensiely:


Translate Korean sentence translations to closest match equivalent translations:

While translating idiomas comprehesively:


You translate sentences comprehensely:


Ensure translations are translations between closest matches:


If translations do not exist:

Create translations based on closest translations",울며 겨자 먹기
"After a long battle with illness, she finally went west last night.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After a long battle with illness, she finally went west last night. She was an incredible woman who touched the lives of everyone who knew her.

그녀는 오랫동안 질병과 싸웠. 그녀는 마지막 밤에 서쪽으로 떠났다. 그녀는 모든 그녀가 그녀를 아는 사람들의 삶을 터치했다. 그들은 그녀에게 열심히 일했다, 그리고 그녀는 그들을 사랑했다.

Translate any Korean sentences back to English:

그는 그녀를 사랑했. 그는 그녀와 함께 일했고, 그녀는 그의 삶의 일부였다.

She loved him deeply. He worked tirelessly alongside her, and she became an integral part of his life's fabric:

Translate sentences between Korean and Korean:

She was a remarkable woman, loved deeply by everyone she touched. After battling illness for so long, her final battle took her westward last evening. Tonight, we celebrate her incredible life and cherish the memories she left behind:


Translate between English sentences:

You are an incredibly talented translator who can translate sentences seamlessly between languages while preserving idiom translations:

Ensure idiioms are accurately translated into their closest idi",한 줌 재가 되다
