Original_EN_Sentence,EN_to_KR_Translation,Label
Solving that puzzle was easy-peasy; I finished it in under five minutes!,그 퍼즐을 푸는 것은 매우 쉬움을 비유적으로 이르는 말.,누워서 떡 먹기
He checks his phone every minute to see if he has any new messages.,1분에 한 번씩 핸드폰을 확인하여 새로운 메시지가 있는지 확인한다.,하루가 멀다 하고
Her comments only served to fan the flames of the argument between them.,그녀의 말은 그들의 논쟁을 더욱 심화시켰다.,불난 집에 부채질하다
"If you've been thinking about starting your own business, just go for it!",사업을 시작하려면 바로 시작하라는 말.,발 벗고 나서다
"When the concert tickets sold out in seconds, the fans were going nuts.",콘서트 티켓이 몇 초 만에 매진되자 관중들은 난장판을 이룩했다.,열 받다
"She always says that celebrities have it easy, but they face pressures we can't even imagine.",연예인들은 쉬운 일만 하는 것처럼 보이지만 실제로는 우리가 상상할 수 없는 압박을 받고 있다는 말.,손에 물 한 방울 안 묻히다
The horror movie was so terrifying that it made my flesh crawl.,영화가 너무 무서워 피부가 오싹했다.,등골이 오싹하다
The two companies launched their new marketing campaigns in tandem to maximize their outreach.,두 회사는 새로운 마케팅 캠페인을 동시에 시작하여 최대한의 영향력을 끌어들였다.,손발을 잘 맞춰
The exam was a piece of cake; I finished it in just thirty minutes!,시험은 매우 쉬웠다. 30분 만에 끝냈다.,누워서 떡 먹기
"After that scandal, his name is mud in the business community.",그 후로 그 사람의 이름은 사업계에서 더럽게 됨을 이르는 말.,꼬리표가 붙다
"She reminded herself that no pain, no gain as she pushed through the final miles of her marathon training.",마라톤 훈련을 마치기 위하여 마지막 몇 킬로미터를 달리던 중에 herself에게 '아무 고통도 겪지 아니하면 성과도 있을 수 없음을 비유적으로 이르는 말.'을 말하고 싶을 때 사용할 수 있는 관용구가 있을까요?,하늘을 봐야 별을 딴다
"When I first tried baking, I thought it would be challenging, but it turned out to be nothing to it.","처음으로 베이킹을 시도했을 때, 나는 그것이 어려울 것이라고 생각했지만, 결과는 전혀 그렇지 아니함을 알게 됨을 이르는 말.",누워서 떡 먹기
"Before we finalize the project, let’s make sure we are on the same page regarding the budget.","이 프로젝트를 마무리하기 전에, 예산에 대한 의견이 일치하는지 확인해 보아야 함을 비유적으로 이르는 말.",손발을 잘 맞춰
"In that company, the CEO's word is law, and no one dares to question his decisions.",그 회사는 CEO의 말은 법이고 아무도 그의 결정에 반항하지 않는다는 말.,칼자루를 잡다
I was really pissed off when my favorite show got canceled unexpectedly.,제가 좋아하던 프로그램이 뜻밖에 취소되자 몹시 화가 났습니다.,뚜껑이 열리다
The thought of speaking in front of the entire school made her quake in her boots.,학교 전체가 모인 앞에서 말을 하게 되면 몹시 떨게 됨을 비유적으로 이르는 말.,간 떨리다
"When she was reading her book, she was as quiet as a mouse.",책을 읽는 중에 매우 조용히 지냄을 비유적으로 이르는 말.,쥐 죽은 듯하다
"After being convicted of fraud, he had to serve time in federal prison.",그는 사기죄로 유죄 판결을 받고 연방 교도소에 수감되었다.,콩밥을 먹다
"When the thunderstorm rolled in, I could see my little brother shaking in his boots.",폭우가 쏟아지기 시작했을 때 나는 소리를 비유적으로 이르는 말.,간 떨리다
"When he found out that someone had lied to him, he was spitting blood with rage.",그가 거짓말을 한 사람을 알게 되자 분을 참지 못하고 화를 내기 시작했다.,뚜껑이 열리다
Winning the lottery was a stroke of luck that changed his life forever.,로또 당첨은 그의 삶을 영원히 바꾸는 행운이었다.,굴러온 호박
I can't believe the senator made those claims; he's just talking through his hat again.,senator이 그런 말을 한다는 것은 믿기 어려운 일입니다. 그는 또 헛소리를 하고 있는 것 같습니다.,소설 쓰다
"She proved her loyalty time after time, always being there when I needed her.","여러 번 그녀의 충실성을 입증하였고, 언제나 내게 필요할 때마다 나타났음을 이르는 말.",하루가 멀다 하고
The politician found himself under fire after the controversial decision was made public.,정치인은 논란의 여지가 있는 결정이 공개되면서 비난의 대상이 되었다.,도마 위에 오르다
"After getting caught for embezzlement, he knew he was going to end up up the river for a long time.",돈을 훔친 죄로 체포된 그는 오랫동안 감옥살이를 하게 될 것이라는 것을 잘 알고 있었다.,콩밥을 먹다
Looking for that lost sock in the washing machine turned into a wild-goose chase.,세탁기에서 잃어버린 양말을 찾으려다 보니 헛수고만 한 경우를 비유적으로 이르는 말.,뜬구름 잡는 소리
"After that scandal, her name is mud in the community.",그 후로 그 사람의 이름은 그 지역 사회에서 욕으로만 남게 됨을 비유적으로 이르는 말.,꼬리표가 붙다
